image_path,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,"BLIP-2, greedy, caption","BLIP-2, greedy, bool","BLIP-2, greedy, name","BLIP-2, greedy, real","BLIP-2, greedy, caption saliency","BLIP-2, greedy, bool saliency","BLIP-2, greedy, color saliency","BLIP-2, greedy, real saliency","BLIP-2, nucleus, caption","BLIP-2, nucleus, bool","BLIP-2, nucleus, name","BLIP-2, nucleus, real","BLIP-2, nucleus, caption saliency","BLIP-2, nucleus, bool saliency","BLIP-2, nucleus, color saliency","BLIP-2, nucleus, real saliency","BLIP-2, beam, caption","BLIP-2, beam, bool","BLIP-2, beam, name","BLIP-2, beam, real","BLIP-2, beam, caption saliency","BLIP-2, beam, bool saliency","BLIP-2, beam, color saliency","BLIP-2, beam, real saliency"
data/NOUN-2-600DPI/2039-600.jpg,2039,led top,28,64,61,13,a green plastic toy with a cross on it,"Yes, it is a green plastic cross",a fidget spinner,A green plastic cross shaped toy,"(['Green'], ['Plastic'])","(['Green'], ['Plastic'])","([], [])","(['Green'], ['Plastic'])",a green cross shape handspinner with two buttons,"Yes, green color!",a light - up square cross figure,The fidget spinner you've been waiting for!,"(['Green'], [])","(['Green'], [])","([], [])","([], [])",a green plastic cross shaped toy on a white background,"Yes or no, do you recognize this object? Yes or no, do you recognize this object?",a fidget spinner.,It's a fidget spinner.,"(['Green'], ['Plastic'])","([], [])","([], [])","([], [])"
data/NOUN-2-600DPI/2040-600.jpg,2040,rubber toy,31,64,63,16,a blue and yellow toy with a ball,"Yes, it is a ball with a blue and yellow tangle",a ball,A ball of blue and yellow rubber,"(['Yellow', 'Blue'], [])","(['Yellow', 'Blue', 'Tan'], [])","([], [])","(['Yellow', 'Blue'], ['Rubber'])",a toy that looks like it has blue and yellow hair,"yes, it is a fuzzy pom pom dog toy",A ball of fun!,The world's most expensive ball on your cat!,"(['Yellow', 'Blue'], [])","([], ['Fuzzy'])","([], [])","([], [])",a toy ball with blue and yellow hair,"No, I do not recognize this object",a ball with a blue and yellow pom pom,This is a blue and yellow ball with a blue and yellow pom pom on top of it,"(['Yellow', 'Blue'], [])","([], [])","(['Yellow', 'Blue'], [])","(['Yellow', 'Blue'], [])"
data/NOUN-2-600DPI/2041-600.jpg,2041,massager,34,38,23,20,a wooden toy with four balls on it,"Yes, it is a wooden cross",a cross,A wooden cross,"([], ['Wooden'])","([], ['Wooden'])","([], [])","([], ['Wooden'])",a blue and wood cross on a white background,The cross is made of four wooden sticks,a toy,A set of two wooden balls,"(['Blue'], [])","([], ['Wooden'])","([], [])","([], ['Wooden'])",a wooden toy with four balls on a white background,"Yes, I recognize this object.",a cross-shaped wooden toy with four wooden balls on each side,This is a cross made out of wood and blue balls,"([], ['Wooden'])","([], [])","([], ['Wooden'])","(['Blue'], [])"
data/NOUN-2-600DPI/2042-600.jpg,2042,small personal fan without blades,38,67,81,3,a blue and yellow plastic spray bottle,"Yes, it is a blue and yellow plastic bottle",a blue and yellow plastic bottle,A blue and yellow plastic spray bottle,"(['Yellow', 'Blue'], ['Plastic'])","(['Yellow', 'Blue'], ['Plastic'])","(['Yellow', 'Blue'], ['Plastic'])","(['Yellow', 'Blue'], ['Plastic'])",a blue and yellow hand pump,"No.  The object is the word ""no.""","I don't know, but I'm sure that it's in need of replacement.I wonder",A blue toothbrush with a yellow cover,"(['Yellow', 'Blue'], [])","([], [])","([], ['Lace'])","(['Yellow', 'Blue'], [])",a blue and yellow spray bottle on a white background,"Yes, I recognize this object.",a water bottle with a blue cap and yellow handle,This is a blue and yellow spray bottle with an orange cap,"(['Yellow', 'Blue'], [])","([], [])","(['Yellow', 'Blue'], [])","(['Orange', 'Yellow', 'Blue'], [])"
data/NOUN-2-600DPI/2043.jpg,2043,clacker,66,76,65,6,a toy with two balls and a string,"Yes, I recognize this object",a ball,A toy that is made of plastic and has two balls attached to it,"([], [])","([], [])","([], [])","([], ['Plastic'])","a yellow ball, and green and pink ball with yellow and pink handle","Yes, this is a ball with two hooks",rubber band windmill,It's a yo-yo for children and adults.,"(['Yellow', 'Green', 'Pink'], [])","([], [])","([], ['Rubber'])","([], [])",a plastic toy with two balls attached to it,"Yes or no, do you recognize this object?",a rubber ball with a string attached to it,This is a rubber ball with a string attached to it,"([], ['Plastic'])","([], [])","([], ['Rubber'])","([], ['Rubber'])"
data/NOUN-2-600DPI/2044-600.jpg,2044,diving toy with small weight,6,27,94,6,a toy with a blue ball and orange toothbrush,"Yes, it is a toothbrush",a toothbrush,A toothbrush,"(['Orange', 'Blue'], [])","([], [])","([], [])","([], [])",a blue and orange tooth brush has three teeth,"A string-like thing, with a few holes in it, with a blue handle",the 'cat's whiskers',This is the tail of an orange and blue squeaky toy.,"(['Orange', 'Blue'], [])","(['Blue'], [])","([], [])","(['Orange', 'Blue'], [])",an orange and blue toothbrush with a ball on it,"No, I don't recognize this object",an orange and blue toothbrush,This is an orange and blue toothbrush with a ball on the end,"(['Orange', 'Blue'], [])","([], [])","(['Orange', 'Blue'], [])","(['Orange', 'Blue'], [])"
data/NOUN-2-600DPI/2045-600.jpg,2045,wooden ball toy,25,29,3,55,a wooden spoon with five holes on it,"Yes, I recognize this object.",a spoon,A wooden spoon holder,"([], ['Wooden'])","([], [])","([], [])","([], ['Wooden'])",wooden toothbrush handle,"A wood spoon, for sure!What's the point of a picture in this situation?","you'd call it a handle, which is wood.",A wooden spatula with four holes.,"([], ['Wooden'])","([], [])","([], [])","([], ['Wooden'])",a wooden toothbrush holder with five holes in it,"No, I do not recognize this object",the object in this image is a wooden toothbrush holder,It's a wooden toothbrush holder.,"([], ['Wooden'])","([], [])","([], ['Wooden'])","([], ['Wooden'])"
data/NOUN-2-600DPI/2046-600.jpg,2046,keychain with bubbles inside,34,67,42,3,a small clear plastic keychain with a small blue and green design,"Yes, it is a keychain with a small square of clear plastic",a keychain,A keychain with a clear plastic rectangle,"(['Green', 'Blue'], ['Plastic'])","([], ['Plastic'])","([], [])","(['Tan'], ['Plastic'])",a clear block with colorful designs on it,"It's glass, a keychain",A small bottle with a clear top,It's a magic square - a 3x3 magic square.,"([], [])","([], [])","([], [])","([], [])","a clear plastic keychain with a blue, green and white design","Yes, I recognize this object.",a keychain,"This is a keychain with a clear plastic rectangle with a blue, green and white design on it","(['Green', 'Blue', 'White'], ['Plastic'])","([], [])","([], [])","(['Green', 'Blue', 'White', 'Tan'], ['Plastic'])"
data/NOUN-2-600DPI/2047-600.jpg,2047,perfume sprayer,41,32,50,3,a black and silver metal bottle with a white background,"Yes, I recognize this object.",a black and white striped metal cylinder,A black and silver metal cylinder with a white stripe,"(['Black', 'Silver'], [])","([], [])","(['Black', 'White'], [])","(['Black', 'White', 'Silver'], [])",black matte chrome stainless steel tube tube,"Yes or no, do you recognize this object?  Yes, I recognize this object.What",a watercolor painting,"A black cylinder with a silver trim, a gray cylinder and a white cylinder","(['Black'], ['Matte'])","([], [])","([], [])","(['Gray', 'Black', 'White', 'Silver'], [])",a black and silver cigarette lighter on a white background,"Yes or no, do you recognize this object?",the object in this image is a black and white cigarette lighter,It's an electronic cigarette.,"(['Black', 'Silver'], [])","([], [])","(['Black', 'White'], [])","([], [])"
data/NOUN-2-600DPI/2048-600.jpg,2048,worm ball with hands and stars cut off,13,47,55,6,a pile of colorful plastic balls on a white background,"Yes, it is a ball",a ball,A pile of colorful plastic balls,"([], ['Plastic'])","([], [])","([], [])","([], ['Plastic'])",a pile of colorful plastic toys with a ball and a hand,"A colorful ball, a plastic toy, and a plastic spider",a ball,A little bit of everything,"([], ['Plastic'])","([], ['Plastic'])","([], [])","([], [])",a pile of colorful plastic balls on a white background,"No, I don't recognize this object",a pile of colorful plastic balls on a white background,This is a pile of colorful plastic balls,"([], ['Plastic'])","([], [])","([], ['Plastic'])","([], ['Plastic'])"
data/NOUN-2-600DPI/2049-600.jpg,2049,slide whistle,19,44,39,10,a blue pen with a metal hook on the end,"Yes, I recognize this object",a pen,A pen.,"(['Blue'], [])","([], [])","([], [])","([], [])",a blue tube with a white handle that is attached to it,"No, not at all",A cigarette lighter,"It is a new electric tooth brush that has a new design, and the best thing about it,","(['Blue', 'White'], [])","([], [])","([], [])","([], [])",a blue pen on a white background,"Yes or no, do you recognize this object?",the object in this image is a pen with a blue handle,"I think it's a pencil sharpener, but I don't know what kind of pencil it is","(['Blue'], [])","([], [])","(['Blue'], [])","([], ['Sharp'])"
data/NOUN-2-600DPI/2050-600.jpg,2050,mobile phone stand for car,31,68,45,0,a black plastic car mount with a handle,"Yes, I recognize this object.",a black plastic cup holder,A car phone holder,"(['Black'], ['Plastic'])","([], [])","(['Black'], ['Plastic'])","([], [])",a black car vent cap that has the handle on it,"This is my new cell phone, which has a unique design",A vented metal ring.,This is the black car phone mount for your car radio,"(['Black'], [])","([], [])","([], [])","(['Black'], [])",a black plastic car mount on a white background,"Yes or no, do you recognize this object?",the object in this image is a car phone holder,This is a car phone holder.,"(['Black'], ['Plastic'])","([], [])","([], [])","([], [])"
data/NOUN-2-600DPI/2051-600.jpg,2051,finger castanet,53,60,47,9,a green toilet seat with a pink bow on it,"Yes, it is a green toilet seat",a toilet seat,A toilet seat,"(['Green', 'Pink'], [])","(['Green'], [])","([], [])","([], [])","diamond rose kids musical toys, green lid","This is a small wooden toilet, green.  [S] Yes",a toothbrush holder,It's a plastic toilet seat that looks like a turtle.,"(['Green', 'Rose'], [])","(['Green'], ['Wooden'])","([], [])","([], ['Plastic'])",a green toilet seat with a pink bow on it,"No, I don't recognize this object.",a toilet seat,This is a green toilet seat with a pink bow on it,"(['Green', 'Pink'], [])","([], [])","([], [])","(['Green', 'Pink'], [])"
data/NOUN-2-600DPI/2052-600.jpg,2052,noisemaker,41,53,63,7,a green plastic flower shaped tool with a pink handle,"Yes, I recognize this object.",a flower pot,A flower picker,"(['Green', 'Pink'], ['Plastic'])","([], [])","([], [])","([], [])",a green plastic spoon with pink handles,"I can identify this object.If you're still at the beginning of the game, you might",a toilet brush,An adult sized blow up hand pump for the sex life,"(['Green', 'Pink'], ['Plastic'])","([], [])","([], [])","([], [])",a green plastic spoon with a pink handle,"Yes or no, do you recognize this object? Yes or no, do you recognize this object?",a green plastic spoon with a pink handle,It's a flower picker.,"(['Green', 'Pink'], ['Plastic'])","([], [])","(['Green', 'Pink'], ['Plastic'])","([], [])"
data/NOUN-2-600DPI/2053-600.jpg,2053,hand castanet,44,79,45,6,a red and black metal pole with two black handles,"Yes, I recognize this object.",a red and black metal pole,A red and black metal pole with two black clippers,"(['Red', 'Black'], [])","([], [])","(['Red', 'Black'], [])","(['Red', 'Black'], [])",a hook with two black and red plastic sticks,Yes! We recognize it and are interested in it,red ironing board handle,A penis in a box!LPT - don't tell people how to use their money.,"(['Red', 'Black'], ['Plastic'])","([], [])","(['Red'], [])","([], [])",a pair of black and red clippers on a white background,"Yes or no, do you recognize this object?",the object in this image is a pair of scissors,I think it's a pair of scissors.,"(['Red', 'Black'], [])","([], [])","([], [])","([], [])"
data/NOUN-2-600DPI/2054-600.jpg,2054,floating ball game,3,25,38,48,a wooden stick with a red handle on a white background,"Yes, it is a wooden stick",a wooden stick,A wooden stick with a red handle,"(['Red'], ['Wooden'])","([], ['Wooden'])","([], ['Wooden'])","(['Red'], ['Wooden'])",wooden stick with red handle,Yes it is a red stick,a red wood rod holder for a toothbrush,A wooden pipe.,"(['Red'], ['Wooden'])","(['Red'], [])","(['Red'], [])","([], ['Wooden'])",a wooden stick with a red handle on a white background,"No, I do not recognize this object.",a wooden stick with a red handle on a white background,This is a wooden stick with a red handle,"(['Red'], ['Wooden'])","([], [])","(['Red'], ['Wooden'])","(['Red'], ['Wooden'])"
data/NOUN-2-600DPI/2055-600.jpg,2055,aroma therapy oil burner,13,33,53,13,a green vase with holes in it,Yes,a vase,A vase,"(['Green'], [])","([], [])","([], [])","([], [])",an image of a green vase,"Yes, that is my yellow ceramic vase with holes","a ceramic bowl, ceramic vase, ceramic bowl, ceramic vase, ceramic bowl, ceramic bowl",A vase.,"(['Green'], [])","(['Yellow'], [])","([], [])","([], [])",a green vase with holes in it,"No, I do not recognize this object",a vase,This is a vase with holes in it.,"(['Green'], [])","([], [])","([], [])","([], [])"
data/NOUN-2-600DPI/2056-600.jpg,2056,dog toy,19,59,61,13,a toy airplane shaped like a rainbow is on a white background,"Yes, it is a toy airplane",a rainbow airplane,A toy airplane,"([], [])","([], [])","([], [])","([], [])",dog bones with wings are shown in this photo,I see an airplane.,a rainbow airplane toy,A plane for a 4 - year - old to carry around.,"([], [])","([], [])","([], [])","([], [])",a toy airplane shaped like a rainbow is on a white background,"Yes, I recognize this object.",a toy airplane,It's a toy airplane.,"([], [])","([], [])","([], [])","([], [])"
data/NOUN-2-600DPI/2057-600.jpg,2057,spout for watering can,34,32,35,3,a red fan with a black handle on a white background,"Yes, I recognize this object.",a red fan,A red plastic fan with a black handle,"(['Red', 'Black'], [])","([], [])","(['Red'], [])","(['Red', 'Black'], ['Plastic'])",a large red fan with white handles,yes,an airplane,"A giant fucking plastic fan.Do a little research, you can literally Google it.","(['Red', 'White'], [])","([], [])","([], [])","([], ['Plastic'])",a red fan with a black handle on a white background,"Yes, I recognize this object.",the object in this image is a red fan,This is a red plastic fan with a black handle on a white background,"(['Red', 'Black'], [])","([], [])","(['Red'], [])","(['Red', 'Black'], ['Plastic'])"
data/NOUN-2-600DPI/2058-600.jpg,2058,hole for children golf game,22,33,58,3,a pink plastic toilet seat cover,"Yes, it is a pink plastic toilet seat",a pink plastic toilet seat,A pink plastic toilet seat cover,"(['Pink'], ['Plastic'])","(['Pink'], ['Plastic'])","(['Pink'], ['Plastic'])","(['Pink'], ['Plastic'])",a close up of a pink plastic toilet seat,"Yes, it is a pink plastic toilet lid with a circle on it",The toilet seat in this image has been placed on a toilet bowl,The bottom of a pink plastic toilet seat,"(['Pink'], ['Plastic'])","(['Pink'], ['Plastic'])","([], ['Lace'])","(['Pink'], ['Plastic'])",a pink plastic toilet seat cover on a white background,"Yes, I recognize this object.",the object in this image is a pink plastic toilet seat,This is a pink plastic toilet seat cover with a hole in the middle,"(['Pink'], ['Plastic'])","([], [])","(['Pink'], ['Plastic'])","(['Pink'], ['Plastic'])"
data/NOUN-2-600DPI/2059-600.jpg,2059,maraca pen,75,92,28,0,a purple spoon with a handle on a white background,"Yes, it is a spoon",a spoon,A purple spoon with a black handle,"(['Purple'], [])","([], [])","([], [])","(['Purple', 'Black'], [])",a plastic spoon shaped like an egg that has been painted purple,the toy in the purple color,it's a vibrator.   q: why is it purple?  A: to make,"This is a penis pump in the shape of a pink, purple and blue spoon","(['Purple'], ['Plastic'])","(['Purple'], [])","(['Purple'], [])","(['Blue', 'Purple', 'Pink'], [])",a purple spoon with a black handle on a white background,"Yes, I recognize this object.",a purple spoon with a black handle on a white background,This is a purple egg shaped vibrator with a black handle,"(['Purple', 'Black'], [])","([], [])","(['Purple', 'Black'], [])","(['Purple', 'Black'], [])"
data/NOUN-2-600DPI/2060-600.jpg,2060,dog toy with removed rope,38,32,55,29,a red plastic toy with four balls inside,"Yes, it is a red jelly bean",a red jelly bean,A red jelly bean,"(['Red'], ['Plastic'])","(['Red'], [])","(['Red'], [])","(['Red'], [])",a plastic figure with some red stars on it,yes,A jelly ball,"A large, round bottle.","(['Red'], ['Plastic'])","([], [])","([], [])","([], [])",a close up of a red plastic toy that is shaped like a flower,"Yes, I recognize this object.",a red ball with a bunch of small balls inside of it,It’s a red jelly bean.,"(['Red'], ['Plastic'])","([], [])","(['Red'], [])","(['Red'], [])"
data/NOUN-2-600DPI/2061-600.jpg,2061,dog toy,53,53,59,13,a green donut with colorful dots on it,Yes,a donut,A donut,"(['Green'], [])","([], [])","([], [])","([], [])",rubber dog toy is a green donut shaped like a small plastic toy,Yes,The object in this image is the donut.,The greatest toy ever created.,"(['Green'], ['Plastic', 'Rubber'])","([], [])","([], [])","([], [])",a green dog toy with colorful dots on it,"Yes, I recognize this object.",a donut,It's a donut shaped like a virus.,"(['Green'], [])","([], [])","([], [])","([], [])"
data/NOUN-2-600DPI/2062-600.jpg,2062,dog toy,44,56,29,42,an orange plastic ring with spikes on it,"Yes, it is a rubber ball with spikes",a rubber ring,A rubber dog toy,"(['Orange'], ['Plastic'])","([], ['Rubber'])","([], ['Rubber'])","([], ['Rubber'])",a plastic ring with spikes on it,My new pet has a very large orange ball of rubber,a ring,A gummy treat-shaped toy designed by a French company,"([], ['Plastic'])","(['Orange'], ['Rubber'])","([], [])","([], ['Gummy'])",an orange rubber ring on a white background,"Yes or no, do you recognize this object?",an orange rubber ring with spikes on it,This is an orange rubber ring with spikes on it,"(['Orange'], ['Rubber'])","([], [])","(['Orange'], ['Rubber'])","(['Orange'], ['Rubber'])"
data/NOUN-2-600DPI/2063-600.jpg,2063,magic loops,25,38,13,19,a metal sculpture with colorful beads on it,"Yes, it is a planet",a planet,A planet.,"([], [])","([], [])","([], [])","([], [])",mexican handball basket - metal,"It is a ring of balls, some of them are coloured",a kite,A multi-colored string sculpture.,"([], [])","(['Red'], [])","([], [])","(['Red'], [])",a metal sculpture of a globe with multi colored beads on it,"No, I do not recognize this object.",a solar system.,I think it's a planet.,"(['Red'], [])","([], [])","([], [])","([], [])"
data/NOUN-2-600DPI/2064-600.jpg,2064,massager,28,33,45,3,a green and silver object with legs,"Yes, it is a foot massager",a foot massager,A foot massager,"(['Green', 'Silver'], [])","([], [])","([], [])","([], [])",a green robotic foot stool with three legs,"Yes, a foot massager.",a mini vibrating desk,It's the foot massager,"(['Green'], [])","([], [])","([], [])","([], [])",a green foot massager on a white surface,"Yes, I recognize this object.",a foot massager,It's a foot massager.,"(['Green', 'White'], [])","([], [])","([], [])","([], [])"
