,Unnamed: 0,vg_image_id,vg_object_id,link_mn,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,bbox_xywh,clusters,topname,responses,incorrect,singletons,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,correct_responses,n_incorrect,valid_responses
67,3611,2328036,2922694,http://object-naming-amore.upf.edu//2328036_2922694_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2328036.jpg,table,home,furnishing.n.02,{},1.0,{'None': 1.0},2328036.jpg,"instrumentality, instrumentation","[0, 142, 441, 188]","[{31: ['table']}, {2: ['cups']}]",table,{'table': 31},{'cups': 2},"{'tablecloth': 1, 'desk': 1}","{'cups': 0.33, 'table': 1.0}","{'cups': {'bounding box': 1.0}, 'table': {'None': 1.0}}",31,1.0,0.0,1,home,val,"{'cups': {'cups': 1.0, 'table': 0.0}, 'table': {'cups': 0.0, 'table': 1.0}}",31,2,['table']
68,20828,2400093,1163039,http://object-naming-amore.upf.edu//2400093_1163039_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400093.jpg,spoon,home,cutlery.n.02,{'wooden spoon': 1.0},1.0,{'None': 1.0},2400093.jpg,ware,"[140, 8, 341, 184]","[{33: ['wooden spoon', 'spoon']}]",spoon,"{'spoon': 30, 'wooden spoon': 3}",{},"{'utensil': 1, 'food': 1, 'spue': 1}","{'spoon': 1.0, 'wooden spoon': 1.0}","{'spoon': {'None': 1.0}, 'wooden spoon': {'None': 1.0}}",33,0.9090909090909092,0.4394969869215134,2,home,test,"{'spoon': {'spoon': 1.0, 'wooden spoon': 1.0}, 'wooden spoon': {'spoon': 1.0, 'wooden spoon': 1.0}}",33,0,"['spoon', 'wooden', 'spoon']"
69,255,1526,1067480,http://object-naming-amore.upf.edu//1526_1067480_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/1526.jpg,chair,home,furnishing.n.02,{},1.0,{'None': 1.0},1526.jpg,"instrumentality, instrumentation","[455, 245, 343, 354]",[{34: ['chair']}],chair,{'chair': 34},{},"{'keyboard': 1, 'computer chair': 1}",{'chair': 1.0},{'chair': {'None': 1.0}},34,1.0,0.0,1,home,train,{'chair': {'chair': 1.0}},34,0,['chair']
70,12837,2366710,753736,http://object-naming-amore.upf.edu//2366710_753736_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2366710.jpg,bed,home,furnishing.n.02,{},1.0,{'None': 1.0},2366710.jpg,"instrumentality, instrumentation","[89, 209, 284, 291]",[{35: ['bed']}],bed,{'bed': 35},{},{'pillow': 1},{'bed': 1.0},{'bed': {'None': 1.0}},35,1.0,0.0,1,home,train,{'bed': {'bed': 1.0}},35,0,['bed']
71,5680,2339244,3697054,http://object-naming-amore.upf.edu//2339244_3697054_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2339244.jpg,sofa,home,furnishing.n.02,{'couch': 1.0},1.0,{'None': 1.0},2339244.jpg,"instrumentality, instrumentation","[0, 134, 197, 198]","[{32: ['sofa', 'couch']}]",couch,"{'couch': 23, 'sofa': 9}",{},"{'pillow': 1, 'chair': 1}","{'couch': 1.0, 'sofa': 1.0}","{'couch': {'None': 1.0}, 'sofa': {'None': 1.0}}",32,0.71875,0.8571484374283715,2,home,train,"{'couch': {'couch': 1.0, 'sofa': 1.0}, 'sofa': {'couch': 1.0, 'sofa': 1.0}}",32,0,['sofa']
72,5914,2340494,2340318,http://object-naming-amore.upf.edu//2340494_2340318_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2340494.jpg,carpet,home,furnishing.n.02,{'rug': 1.0},1.0,{'None': 1.0},2340494.jpg,"instrumentality, instrumentation","[0, 114, 375, 333]","[{24: ['carpet', 'rug']}, {3: ['dog']}, {3: ['bed']}]",rug,"{'rug': 20, 'carpet': 4}","{'bed': 3, 'dog': 3}",{'belt': 1},"{'dog': 0.5, 'bed': 0.0, 'rug': 1.0, 'carpet': 1.0}","{'dog': {'None': 0.3, 'bounding box': 0.7}, 'bed': {'other': 1.0}, 'rug': {'None': 1.0}, 'carpet': {'None': 1.0}}",24,0.8333333333333334,0.6500224216483541,2,home,train,"{'dog': {'dog': 1.0, 'bed': 0.0, 'rug': 0.0, 'carpet': 0.0}, 'bed': {'dog': 0.0, 'bed': 1.0, 'rug': 0.0, 'carpet': 0.0}, 'rug': {'dog': 0.0, 'bed': 0.0, 'rug': 1.0, 'carpet': 1.0}, 'carpet': {'dog': 0.0, 'bed': 0.0, 'rug': 1.0, 'carpet': 1.0}}",24,6,"['rug', 'carpet']"
73,74,390,3563772,http://object-naming-amore.upf.edu//390_3563772_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/390.jpg,desk,home,furnishing.n.02,{'table': 1.0},1.0,{'None': 1.0},390.jpg,"instrumentality, instrumentation","[183, 253, 615, 342]","[{24: ['table', 'desk']}, {2: ['electronics']}, {5: ['keyboard']}]",desk,"{'desk': 19, 'table': 5}","{'keyboard': 5, 'electronics': 2}","{'wooden leg': 1, 'wire': 1, 'cup': 1, 'laptop': 1, 'desktop': 1}","{'keyboard': 0.5, 'electronics': 0.5, 'desk': 1.0, 'table': 1.0}","{'keyboard': {'bounding box': 1.0}, 'electronics': {'bounding box': 1.0}, 'desk': {'None': 1.0}, 'table': {'None': 1.0}}",24,0.7916666666666666,0.7382848661434507,2,home,train,"{'keyboard': {'keyboard': 1.0, 'electronics': 0.33, 'desk': 0.0, 'table': 0.0}, 'electronics': {'keyboard': 0.33, 'electronics': 1.0, 'desk': 0.0, 'table': 0.0}, 'desk': {'keyboard': 0.0, 'electronics': 0.0, 'desk': 1.0, 'table': 1.0}, 'table': {'keyboard': 0.0, 'electronics': 0.0, 'desk': 1.0, 'table': 1.0}}",24,7,"['desk', 'table']"
74,5540,2338451,3701619,http://object-naming-amore.upf.edu//2338451_3701619_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2338451.jpg,cot,home,furnishing.n.02,{'bed': 1.0},1.0,{'None': 1.0},2338451.jpg,"instrumentality, instrumentation","[0, 231, 500, 144]",[{33: ['bed']}],bed,{'bed': 33},{},"{'bed cover': 1, 'floor': 1, 'bedsheets': 1}",{'bed': 1.0},{'bed': {'None': 1.0}},33,1.0,0.0,1,home,,{'bed': {'bed': 1.0}},33,0,['bed']
75,9496,2354763,2125249,http://object-naming-amore.upf.edu//2354763_2125249_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2354763.jpg,bench,home,furnishing.n.02,{'chair': 1.0},1.0,{'None': 1.0},2354763.jpg,"instrumentality, instrumentation","[121, 93, 243, 125]","[{34: ['chair', 'bench']}]",bench,"{'bench': 31, 'chair': 3}",{},{'shirt': 1},"{'bench': 1.0, 'chair': 0.83}","{'bench': {'None': 1.0}, 'chair': {'None': 0.7, 'visual': 0.3}}",34,0.9117647058823528,0.4305518670104393,2,home,train,"{'bench': {'bench': 1.0, 'chair': 1.0}, 'chair': {'bench': 1.0, 'chair': 1.0}}",34,0,"['bench', 'chair']"
76,1098,1593011,2063521,http://object-naming-amore.upf.edu//1593011_2063521_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/1593011.jpg,bench,home,furnishing.n.02,"{'chair': 0.67, 'wooden': 0.67}",1.0,{'None': 1.0},1593011.jpg,"instrumentality, instrumentation","[44, 137, 767, 491]","[{35: ['chair', 'wooden', 'bench']}]",bench,{'bench': 31},"{'wooden': 2, 'chair': 2}",{'wood': 1},"{'chair': 0.33, 'wooden': 0.33, 'bench': 1.0}","{'chair': {'other': 0.3, 'visual': 0.3, 'None': 0.3}, 'wooden': {'other': 0.3, 'linguistic': 0.3, 'None': 0.3}, 'bench': {'None': 1.0}}",31,1.0,0.0,1,home,train,"{'chair': {'chair': 1.0, 'wooden': 0.67, 'bench': 0.67}, 'wooden': {'chair': 0.67, 'wooden': 1.0, 'bench': 0.67}, 'bench': {'chair': 0.67, 'wooden': 0.67, 'bench': 1.0}}",31,4,['bench']
77,9824,2356087,823675,http://object-naming-amore.upf.edu//2356087_823675_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2356087.jpg,table,home,furnishing.n.02,{},1.0,{'None': 1.0},2356087.jpg,"instrumentality, instrumentation","[1, 267, 499, 108]",[{28: ['table']}],table,{'table': 28},{},"{'bowl': 1, 'cup': 1, 'dining table': 1, 'plate': 1, 'foot': 1, 'counter': 1, 'dinner': 1, 'noodles': 1}",{'table': 1.0},{'table': {'None': 1.0}},28,1.0,0.0,1,home,train,{'table': {'table': 1.0}},28,0,['table']
78,23649,2411139,316331,http://object-naming-amore.upf.edu//2411139_316331_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2411139.jpg,bench,home,furnishing.n.02,{},1.0,{'None': 1.0},2411139.jpg,"instrumentality, instrumentation","[83, 0, 417, 176]","[{2: ['socks']}, {32: ['bench']}]",bench,{'bench': 32},{'socks': 2},"{'chair': 1, 'legs': 1}","{'socks': 0.5, 'bench': 1.0}","{'socks': {'bounding box': 1.0}, 'bench': {'None': 1.0}}",32,1.0,0.0,1,home,train,"{'socks': {'socks': 1.0, 'bench': 0.0}, 'bench': {'socks': 0.0, 'bench': 1.0}}",32,2,['bench']
79,591,150264,1037932,http://object-naming-amore.upf.edu//150264_1037932_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/150264.jpg,bench,home,furnishing.n.02,{'chair': 1.0},1.0,{'None': 1.0},150264.jpg,"instrumentality, instrumentation","[46, 208, 977, 441]","[{35: ['chair', 'bench']}]",bench,"{'bench': 33, 'chair': 2}",{},{'stone bench': 1},"{'bench': 1.0, 'chair': 0.83}","{'bench': {'None': 1.0}, 'chair': {'visual': 0.3, 'None': 0.7}}",35,0.9428571428571428,0.3159971329784246,2,home,train,"{'bench': {'bench': 1.0, 'chair': 1.0}, 'chair': {'bench': 1.0, 'chair': 1.0}}",35,0,"['bench', 'chair']"
80,2636,2322546,2849056,http://object-naming-amore.upf.edu//2322546_2849056_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2322546.jpg,chair,home,furnishing.n.02,"{'seat': 1.0, 'bench': 1.0, 'bus seat': 1.0}",1.0,{'None': 1.0},2322546.jpg,"instrumentality, instrumentation","[236, 162, 209, 213]","[{34: ['bus seat', 'chair', 'seat', 'bench']}]",seat,"{'seat': 15, 'chair': 14, 'bench': 3, 'bus seat': 2}",{},"{'shirt': 1, 'man on train seat': 1}","{'seat': 1.0, 'chair': 1.0, 'bench': 1.0, 'bus seat': 1.0}","{'seat': {'None': 1.0}, 'chair': {'None': 1.0}, 'bench': {'None': 1.0}, 'bus seat': {'None': 1.0}}",34,0.4411764705882353,1.5974270958062893,4,home,train,"{'seat': {'seat': 1.0, 'chair': 1.0, 'bench': 1.0, 'bus seat': 1.0}, 'chair': {'seat': 1.0, 'chair': 1.0, 'bench': 1.0, 'bus seat': 1.0}, 'bench': {'seat': 1.0, 'chair': 1.0, 'bench': 1.0, 'bus seat': 1.0}, 'bus seat': {'seat': 1.0, 'chair': 1.0, 'bench': 1.0, 'bus seat': 1.0}}",34,0,"['seat', 'chair', 'bench', 'bus', 'seat']"
81,18319,2388371,509050,http://object-naming-amore.upf.edu//2388371_509050_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2388371.jpg,bench,home,furnishing.n.02,{'chair': 1.0},1.0,{'None': 1.0},2388371.jpg,"instrumentality, instrumentation","[237, 150, 250, 280]","[{35: ['chair', 'bench']}]",bench,"{'bench': 33, 'chair': 2}",{},{'sitting bench': 1},"{'bench': 1.0, 'chair': 1.0}","{'bench': {'None': 1.0}, 'chair': {'None': 1.0}}",35,0.9428571428571428,0.3159971329784246,2,home,train,"{'bench': {'bench': 1.0, 'chair': 1.0}, 'chair': {'bench': 1.0, 'chair': 1.0}}",35,0,"['bench', 'chair']"
82,4190,2331156,3443182,http://object-naming-amore.upf.edu//2331156_3443182_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2331156.jpg,bed,home,furnishing.n.02,{'bed cover': 1.0},1.0,{'None': 1.0},2331156.jpg,"instrumentality, instrumentation","[0, 195, 499, 147]","[{29: ['bed cover', 'bed']}, {3: ['pillow']}]",bed,"{'bed': 27, 'bed cover': 2}",{'pillow': 3},"{'blanket': 1, 'bed sheet': 1, 'bad sheet': 1, 'sheet': 1}","{'pillow': 0.33, 'bed': 1.0, 'bed cover': 1.0}","{'pillow': {'bounding box': 1.0}, 'bed': {'None': 1.0}, 'bed cover': {'None': 1.0}}",29,0.9310344827586208,0.3620512517339981,2,home,train,"{'pillow': {'pillow': 1.0, 'bed': 0.0, 'bed cover': 0.0}, 'bed': {'pillow': 0.0, 'bed': 1.0, 'bed cover': 1.0}, 'bed cover': {'pillow': 0.0, 'bed': 1.0, 'bed cover': 1.0}}",29,3,"['bed', 'cover']"
83,21020,2400929,1153523,http://object-naming-amore.upf.edu//2400929_1153523_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400929.jpg,table,home,furnishing.n.02,{'desk': 0.67},0.83,"{'bounding box': 0.3, 'None': 0.7}",2400929.jpg,"instrumentality, instrumentation","[11, 15, 435, 405]","[{20: ['desk', 'table']}, {12: ['papers', 'book']}]",desk,"{'desk': 12, 'table': 8}","{'papers': 10, 'book': 2}","{'photograph': 1, 'paperwork': 1, 'picture': 1}","{'book': 0.5, 'papers': 0.5, 'desk': 0.83, 'table': 0.83}","{'book': {'bounding box': 1.0}, 'papers': {'bounding box': 1.0}, 'desk': {'None': 0.7, 'bounding box': 0.3}, 'table': {'None': 0.7, 'bounding box': 0.3}}",20,0.6,0.9709505944546688,2,home,train,"{'book': {'book': 1.0, 'papers': 0.67, 'desk': 0.0, 'table': 0.0}, 'papers': {'book': 0.67, 'papers': 1.0, 'desk': 0.0, 'table': 0.0}, 'desk': {'book': 0.0, 'papers': 0.0, 'desk': 1.0, 'table': 0.67}, 'table': {'book': 0.0, 'papers': 0.0, 'desk': 0.67, 'table': 1.0}}",20,12,"['desk', 'table']"
84,14975,2374598,725845,http://object-naming-amore.upf.edu//2374598_725845_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2374598.jpg,bench,home,furnishing.n.02,{},1.0,{'None': 1.0},2374598.jpg,"instrumentality, instrumentation","[250, 167, 236, 144]",[{33: ['bench']}],bench,{'bench': 33},{},"{'chair': 1, 'bridge': 1, 'table': 1}",{'bench': 1.0},{'bench': {'None': 1.0}},33,1.0,0.0,1,home,train,{'bench': {'bench': 1.0}},33,0,['bench']
85,20164,2397037,438032,http://object-naming-amore.upf.edu//2397037_438032_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397037.jpg,carpet,home,furnishing.n.02,"{'floor': 1.0, 'rug': 0.67}",1.0,{'None': 1.0},2397037.jpg,"instrumentality, instrumentation","[0, 240, 437, 133]","[{33: ['floor', 'rug', 'carpet']}]",floor,"{'floor': 16, 'carpet': 15, 'rug': 2}",{},"{'mat': 1, 'chair': 1, 'furniture': 1}","{'floor': 1.0, 'carpet': 1.0, 'rug': 0.67}","{'floor': {'None': 1.0}, 'carpet': {'None': 1.0}, 'rug': {'None': 0.7, 'visual': 0.3}}",33,0.4848484848484848,1.2685347577182178,3,home,train,"{'floor': {'floor': 1.0, 'carpet': 1.0, 'rug': 0.67}, 'carpet': {'floor': 1.0, 'carpet': 1.0, 'rug': 0.67}, 'rug': {'floor': 0.67, 'carpet': 0.67, 'rug': 1.0}}",33,0,"['floor', 'carpet', 'rug']"
86,19091,2391936,484742,http://object-naming-amore.upf.edu//2391936_484742_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2391936.jpg,curtain,home,furnishing.n.02,{},1.0,{'None': 1.0},2391936.jpg,"instrumentality, instrumentation","[0, 0, 213, 188]","[{3: ['bed cover']}, {27: ['curtain']}, {2: ['bed']}]",curtain,"{'curtain': 27, 'screen': 1}","{'bed cover': 3, 'bed': 2}","{'bedsheets': 1, 'interior design': 1, 'window': 1}","{'bed cover': 0.33, 'bed': 0.33, 'curtain': 1.0, 'screen': 'NA'}","{'bed cover': {'bounding box': 1.0}, 'bed': {'bounding box': 1.0}, 'curtain': {'None': 1.0}, 'screen': 'NA'}",28,0.9642857142857144,0.2222848306856879,2,home,train,"{'bed cover': {'bed cover': 1.0, 'bed': 0.0, 'curtain': 0.0, 'screen': 'NA'}, 'bed': {'bed cover': 0.0, 'bed': 1.0, 'curtain': 0.0, 'screen': 'NA'}, 'curtain': {'bed cover': 0.0, 'bed': 0.0, 'curtain': 1.0, 'screen': 'NA'}, 'screen': {'bed cover': 'NA', 'bed': 'NA', 'curtain': 'NA', 'screen': 'NA'}}",28,5,"['curtain', 'screen']"
87,17860,2386091,683886,http://object-naming-amore.upf.edu//2386091_683886_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2386091.jpg,table,home,furnishing.n.02,{},1.0,{'None': 1.0},2386091.jpg,"instrumentality, instrumentation","[1, 188, 214, 184]","[{2: ['vase']}, {33: ['table']}]",table,{'table': 33},{'vase': 2},{'tablecloth': 1},"{'vase': 0.33, 'table': 1.0}","{'vase': {'bounding box': 1.0}, 'table': {'None': 1.0}}",33,1.0,0.0,1,home,train,"{'vase': {'vase': 1.0, 'table': 0.0}, 'table': {'vase': 0.0, 'table': 1.0}}",33,2,['table']
88,5980,2340926,945303,http://object-naming-amore.upf.edu//2340926_945303_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2340926.jpg,sofa,home,furnishing.n.02,{'couch': 1.0},1.0,{'None': 1.0},2340926.jpg,"instrumentality, instrumentation","[0, 125, 261, 167]","[{35: ['sofa', 'couch']}]",couch,"{'couch': 23, 'sofa': 12}",{},{'loveseat': 1},"{'couch': 1.0, 'sofa': 1.0}","{'couch': {'None': 1.0}, 'sofa': {'None': 1.0}}",35,0.6571428571428571,0.927526588431676,2,home,train,"{'couch': {'couch': 1.0, 'sofa': 1.0}, 'sofa': {'couch': 1.0, 'sofa': 1.0}}",35,0,['sofa']
89,7037,2345175,2586084,http://object-naming-amore.upf.edu//2345175_2586084_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2345175.jpg,desk,home,furnishing.n.02,"{'table': 1.0, 'desktop': 0.67}",1.0,{'None': 1.0},2345175.jpg,"instrumentality, instrumentation","[220, 157, 280, 125]","[{27: ['desktop', 'table', 'desk']}, {7: ['mouse']}]",desk,"{'desk': 21, 'table': 4, 'desktop': 2}",{'mouse': 7},"{'laptop': 1, 'computer desk': 1}","{'mouse': 0.17, 'desk': 1.0, 'table': 1.0, 'desktop': 0.67}","{'mouse': {'bounding box': 1.0}, 'desk': {'None': 1.0}, 'table': {'None': 1.0}, 'desktop': {'None': 0.7, 'bounding box': 0.3}}",27,0.7777777777777778,0.968270247409618,3,home,train,"{'mouse': {'mouse': 1.0, 'desk': 0.0, 'table': 0.0, 'desktop': 0.33}, 'desk': {'mouse': 0.0, 'desk': 1.0, 'table': 1.0, 'desktop': 0.67}, 'table': {'mouse': 0.0, 'desk': 1.0, 'table': 1.0, 'desktop': 0.67}, 'desktop': {'mouse': 0.33, 'desk': 0.67, 'table': 0.67, 'desktop': 1.0}}",27,7,"['desk', 'table', 'desktop']"
90,15327,2375828,1864651,http://object-naming-amore.upf.edu//2375828_1864651_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2375828.jpg,spoon,home,cutlery.n.02,{'ladle': 1.0},1.0,{'None': 1.0},2375828.jpg,ware,"[175, 28, 271, 177]","[{31: ['spoon', 'ladle']}]",spoon,"{'spoon': 28, 'ladle': 3}",{},"{'onion': 1, 'soup spoon': 1, 'soup': 1, 'bread': 1}","{'spoon': 1.0, 'ladle': 0.83}","{'spoon': {'None': 1.0}, 'ladle': {'visual': 0.3, 'None': 0.7}}",31,0.9032258064516128,0.4586858162005403,2,home,train,"{'spoon': {'spoon': 1.0, 'ladle': 1.0}, 'ladle': {'spoon': 1.0, 'ladle': 1.0}}",31,0,"['spoon', 'ladle']"
91,20159,2397020,438131,http://object-naming-amore.upf.edu//2397020_438131_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397020.jpg,couch,home,furnishing.n.02,"{'sofa': 1.0, 'chair': 1.0, 'bench': 1.0, 'pillow': 0.67}",1.0,{'None': 1.0},2397020.jpg,"instrumentality, instrumentation","[1, 21, 274, 180]","[{33: ['couch', 'chair', 'pillow', 'sofa', 'bench']}]",couch,"{'chair': 12, 'couch': 12, 'sofa': 5, 'pillow': 2, 'bench': 2}",{},"{'t-shirt': 1, 'dress': 1, 'booth': 1}","{'chair': 1.0, 'couch': 1.0, 'sofa': 1.0, 'pillow': 0.5, 'bench': 0.83}","{'chair': {'None': 1.0}, 'couch': {'None': 1.0}, 'sofa': {'None': 1.0}, 'pillow': {'visual': 1.0}, 'bench': {'None': 0.7, 'visual': 0.3}}",33,0.3636363636363636,1.9641292559722547,5,home,train,"{'chair': {'chair': 1.0, 'couch': 1.0, 'sofa': 1.0, 'pillow': 0.67, 'bench': 1.0}, 'couch': {'chair': 1.0, 'couch': 1.0, 'sofa': 1.0, 'pillow': 0.67, 'bench': 1.0}, 'sofa': {'chair': 1.0, 'couch': 1.0, 'sofa': 1.0, 'pillow': 0.67, 'bench': 1.0}, 'pillow': {'chair': 0.67, 'couch': 0.67, 'sofa': 0.67, 'pillow': 1.0, 'bench': 0.67}, 'bench': {'chair': 1.0, 'couch': 1.0, 'sofa': 1.0, 'pillow': 0.67, 'bench': 1.0}}",33,0,"['chair', 'sofa', 'pillow', 'bench']"
92,4546,2333279,3472159,http://object-naming-amore.upf.edu//2333279_3472159_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2333279.jpg,bed,home,furnishing.n.02,{'bench': 1.0},1.0,{'None': 1.0},2333279.jpg,"instrumentality, instrumentation","[0, 78, 480, 255]","[{30: ['bench', 'bed']}]",bed,{'bed': 28},{'bench': 2},"{'bed and frame': 1, 'chair': 1, 'chare': 1, 'table': 1, 'headboard': 1}","{'bench': 0.33, 'bed': 1.0}","{'bench': {'visual': 1.0}, 'bed': {'None': 1.0}}",28,1.0,0.0,1,home,train,"{'bench': {'bench': 1.0, 'bed': 1.0}, 'bed': {'bench': 1.0, 'bed': 1.0}}",28,2,['bed']
93,13265,2368277,618739,http://object-naming-amore.upf.edu//2368277_618739_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2368277.jpg,desk,home,furnishing.n.02,{'table': 1.0},1.0,{'None': 1.0},2368277.jpg,"instrumentality, instrumentation","[48, 272, 453, 97]","[{32: ['desk', 'table']}, {2: ['book']}]",desk,"{'desk': 25, 'table': 7}",{'book': 2},"{'desktop': 1, 'keyboard': 1}","{'book': 0.17, 'desk': 1.0, 'table': 1.0}","{'book': {'bounding box': 1.0}, 'desk': {'None': 1.0}, 'table': {'None': 1.0}}",32,0.78125,0.7578784625383954,2,home,train,"{'book': {'book': 1.0, 'desk': 0.0, 'table': 0.0}, 'desk': {'book': 0.0, 'desk': 1.0, 'table': 1.0}, 'table': {'book': 0.0, 'desk': 1.0, 'table': 1.0}}",32,2,"['desk', 'table']"
94,13140,2367839,620202,http://object-naming-amore.upf.edu//2367839_620202_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2367839.jpg,bed,home,furnishing.n.02,"{'quilt': 0.33, 'blanket': 0.33}",0.67,"{'bounding box': 0.7, 'None': 0.3}",2367839.jpg,"instrumentality, instrumentation","[0, 160, 499, 180]","[{10: ['blanket', 'quilt']}, {3: ['cat']}, {18: ['bed']}]",bed,"{'bed': 18, 'blanket': 8, 'quilt': 2}",{'cat': 3},"{'bedspread': 1, 'cover': 1, 'headboard': 1, 'bedsheets': 1, 'comforter': 1}","{'cat': 0.33, 'bed': 0.67, 'blanket': 1.0, 'quilt': 1.0}","{'cat': {'bounding box': 1.0}, 'bed': {'None': 0.3, 'bounding box': 0.7}, 'blanket': {'None': 1.0}, 'quilt': {'None': 1.0}}",28,0.6428571428571429,1.198117421130403,3,home,test,"{'cat': {'cat': 1.0, 'bed': 0.0, 'blanket': 0.0, 'quilt': 0.0}, 'bed': {'cat': 0.0, 'bed': 1.0, 'blanket': 0.33, 'quilt': 0.33}, 'blanket': {'cat': 0.0, 'bed': 0.33, 'blanket': 1.0, 'quilt': 1.0}, 'quilt': {'cat': 0.0, 'bed': 0.33, 'blanket': 1.0, 'quilt': 1.0}}",28,3,"['bed', 'blanket', 'quilt']"
95,8707,2351793,3273898,http://object-naming-amore.upf.edu//2351793_3273898_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2351793.jpg,bowl,home,vessel.n.03,{},1.0,{'None': 1.0},2351793.jpg,"instrumentality, instrumentation","[193, 132, 239, 208]","[{9: ['meal', 'rice']}, {21: ['bowl']}]",bowl,{'bowl': 21},"{'rice': 7, 'meal': 2}","{'chinese': 1, 'fried rice': 1, 'food': 1, 'veg rice': 1, 'rice food': 1}","{'meal': 0.67, 'rice': 0.67, 'bowl': 1.0}","{'meal': {'bounding box': 0.7, 'None': 0.3}, 'rice': {'bounding box': 0.7, 'None': 0.3}, 'bowl': {'None': 1.0}}",21,1.0,0.0,1,home,train,"{'meal': {'meal': 1.0, 'rice': 1.0, 'bowl': 0.0}, 'rice': {'meal': 1.0, 'rice': 1.0, 'bowl': 0.0}, 'bowl': {'meal': 0.0, 'rice': 0.0, 'bowl': 1.0}}",21,9,['bowl']
96,12718,2366336,629048,http://object-naming-amore.upf.edu//2366336_629048_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2366336.jpg,rug,home,furnishing.n.02,"{'mat': 1.0, 'carpet': 0.67}",1.0,{'None': 1.0},2366336.jpg,"instrumentality, instrumentation","[235, 111, 245, 256]","[{32: ['mat', 'rug', 'carpet']}]",rug,"{'rug': 23, 'carpet': 5, 'mat': 4}",{},"{'train': 1, 'bed sheet': 1, 'table': 1, 'bed': 1}","{'rug': 1.0, 'carpet': 0.83, 'mat': 0.83}","{'rug': {'None': 1.0}, 'carpet': {'None': 0.7, 'bounding box': 0.3}, 'mat': {'None': 0.7, 'visual': 0.3}}",32,0.71875,1.1358885792578717,3,home,train,"{'rug': {'rug': 1.0, 'carpet': 0.67, 'mat': 1.0}, 'carpet': {'rug': 0.67, 'carpet': 1.0, 'mat': 0.67}, 'mat': {'rug': 1.0, 'carpet': 0.67, 'mat': 1.0}}",32,0,"['rug', 'carpet', 'mat']"
