Unnamed: 0.1,Unnamed: 0,vg_image_id,vg_object_id,link_mn,link_vg,vg_obj_name,"BLIP-2, greedy decode","BLIP-2, nucleus sampling decode","BLIP-2, beam search decode"
123,9741,2355734,827005,http://object-naming-amore.upf.edu//2355734_827005_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2355734.jpg,motorcycle,The cat,A cat,a motorcycle with a cat sitting on it
124,15698,2377204,567253,http://object-naming-amore.upf.edu//2377204_567253_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2377204.jpg,car,train,the train,train
125,13635,2369729,609625,http://object-naming-amore.upf.edu//2369729_609625_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2369729.jpg,truck,The car in the picture,car,a pick-up truck
126,19277,2392801,1225747,http://object-naming-amore.upf.edu//2392801_1225747_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2392801.jpg,train,train,train from lille to new york city,a train with a lot of pictures on it
127,4843,2334836,3164500,http://object-naming-amore.upf.edu//2334836_3164500_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2334836.jpg,plane,Delta Airlines 747-400,A delta boeing 747-400 with the tail number 4E-BRAZ. It,delta airlines boeing 747 jumbo jet
128,23101,2409188,247117,http://object-naming-amore.upf.edu//2409188_247117_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2409188.jpg,truck,Fire truck,The red Chevrolet fire truck ____,Firetruck
129,8516,2351006,2081529,http://object-naming-amore.upf.edu//2351006_2081529_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2351006.jpg,car,the train,an electric train,a train
130,10100,2357118,1991562,http://object-naming-amore.upf.edu//2357118_1991562_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2357118.jpg,boat,the boat,boat red boat boat red red boat red boat boat boat boat boat boat boat boat boat boat boat boat,the boat in the photo is the boat in the red box with the first name that comes to mind
131,12821,2366670,2170602,http://object-naming-amore.upf.edu//2366670_2170602_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2366670.jpg,aircraft,hang glider,hang glider,hang glider
132,15156,2375171,1816430,http://object-naming-amore.upf.edu//2375171_1816430_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2375171.jpg,car,The car,A person riding a bicycle in a road next to a car,A car
133,9404,2354477,2293816,http://object-naming-amore.upf.edu//2354477_2293816_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2354477.jpg,train,the red box with the first name that comes to mind,black & silver smoke stack from the engine # 8,the red box with the first name that comes to mind
134,12567,2365831,631693,http://object-naming-amore.upf.edu//2365831_631693_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2365831.jpg,train,sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper,sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper,sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper sleeper
135,18694,2390260,1252262,http://object-naming-amore.upf.edu//2390260_1252262_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2390260.jpg,jet,F-14 Tomcat,An aircraft!!!,F/A-18 Super Hornet
136,19093,2391945,1235788,http://object-naming-amore.upf.edu//2391945_1235788_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2391945.jpg,train,train,british american locomotive,train
137,1523,2317103,1023550,http://object-naming-amore.upf.edu//2317103_1023550_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2317103.jpg,train,A steam locomotive,,A steam locomotive
138,5963,2340807,3363145,http://object-naming-amore.upf.edu//2340807_3363145_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2340807.jpg,airplane,The red box with the first name that comes to mind is a fighter jet,A jet fighter,A red and white fighter jet flying in the sky with a mountain in the background
139,7269,2346145,1945357,http://object-naming-amore.upf.edu//2346145_1945357_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2346145.jpg,plane,a british air force bomber,a vickers warbond bomber,An airplane with propellers on the front and a tail fin on the back
140,9222,2353869,3576281,http://object-naming-amore.upf.edu//2353869_3576281_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2353869.jpg,car,The train,A train,The red box with the first name that comes to mind
141,4652,2333880,2875474,http://object-naming-amore.upf.edu//2333880_2875474_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2333880.jpg,motorcycle,motorcycle,motorcycle,Motorcycle
142,10280,2357816,808386,http://object-naming-amore.upf.edu//2357816_808386_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2357816.jpg,motorcycle,The motorcycle,motorcycle,The motorcycle in the red box with the first name that comes to mind
143,1706,2317852,1016740,http://object-naming-amore.upf.edu//2317852_1016740_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2317852.jpg,motorcycle,The motorcycle,The motorcycle,Motorcycle
144,14008,2371074,3784797,http://object-naming-amore.upf.edu//2371074_3784797_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2371074.jpg,train,train,train engine,A train
145,4262,2331586,3452067,http://object-naming-amore.upf.edu//2331586_3452067_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2331586.jpg,boat,The boat in the picture,a boat at dock in the water,The boat in the picture is a fishing boat that is docked in the harbor.
146,1915,2318667,3163194,http://object-naming-amore.upf.edu//2318667_3163194_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2318667.jpg,airplane,a plane,white and red passenger jet,Airplane
147,13264,2368274,1991443,http://object-naming-amore.upf.edu//2368274_1991443_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2368274.jpg,boat,The kuala lumpur skyline,The cruise ship  Q:  Why did it have to be the cruise ship?,"kuala lumpur, malaysia"
148,17774,2385809,685642,http://object-naming-amore.upf.edu//2385809_685642_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2385809.jpg,jet,F-16 Fighting Falcon,fighter jet from f-22,F-16 Fighting Falcon
149,25172,2417421,3389395,http://object-naming-amore.upf.edu//2417421_3389395_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2417421.jpg,car,Parking meter,Parking meters,Parking meter
150,9097,2353352,846851,http://object-naming-amore.upf.edu//2353352_846851_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2353352.jpg,car,The car,parking meter,Parking meter
151,21838,2404289,344446,http://object-naming-amore.upf.edu//2404289_344446_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2404289.jpg,plane,A small airplane,"small airplane, with propellers,",A small propeller plane on the tarmac with a group of people standing in front of it
152,24786,2415738,2963467,http://object-naming-amore.upf.edu//2415738_2963467_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415738.jpg,ship,The boat,the boat,The red box with the first name that comes to mind is a boat
153,24270,2413553,171203,http://object-naming-amore.upf.edu//2413553_171203_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2413553.jpg,train,The red train,Berlin's biggest train station,Berliner Bahnhof (Berlin train station)
154,1371,2316497,2959076,http://object-naming-amore.upf.edu//2316497_2959076_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2316497.jpg,airplane,Delta Airlines Boeing 767-300ER,Delta 747,delta airlines boeing 757-200
155,9858,2356222,2511331,http://object-naming-amore.upf.edu//2356222_2511331_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2356222.jpg,aircraft,C-17 Globemaster III,C-5 Galaxy cargo aircraft,C-17 Globemaster III
156,17292,2383747,530584,http://object-naming-amore.upf.edu//2383747_530584_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2383747.jpg,truck,The truck,the black and white truck,An old truck with an american flag on it
157,1085,1592917,1759738,http://object-naming-amore.upf.edu//1592917_1759738_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/1592917.jpg,train,The train in the foreground,A white passenger train parked with two other white trains beside it,amtrak passenger train
158,4054,2330350,2785243,http://object-naming-amore.upf.edu//2330350_2785243_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2330350.jpg,van,A van with a surfboard on top,The car is parked in the mall.,a van with a surfboard on top of it
159,20057,2396590,1196695,http://object-naming-amore.upf.edu//2396590_1196695_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2396590.jpg,car,The woman in the red dress,the woman,The red box with the first name that comes to mind
160,20985,2400783,1155062,http://object-naming-amore.upf.edu//2400783_1155062_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400783.jpg,motorcycle,motorcycle,the red box with the first name that comes to mind is the brazing on the bike,Motorcycle in the red box with the first name that comes to mind
161,24092,2412898,3131934,http://object-naming-amore.upf.edu//2412898_3131934_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2412898.jpg,aircraft,a model airplane,a remote controlled airplane,a model airplane
162,21810,2404188,345534,http://object-naming-amore.upf.edu//2404188_345534_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2404188.jpg,train,The red box with the first name that comes to mind is a train,"Fence, railroad tracks, grain silo",The red box with the first name that comes to mind
163,22976,2408760,364498,http://object-naming-amore.upf.edu//2408760_364498_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2408760.jpg,truck,The truck in the picture is a tow truck,An old rusted truck,This is an old rusted tow truck that is parked on the side of the road
164,8895,2352538,3783018,http://object-naming-amore.upf.edu//2352538_3783018_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2352538.jpg,truck,the red truck,a dump truck,red truck with people on it
165,12226,2364606,2322707,http://object-naming-amore.upf.edu//2364606_2322707_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2364606.jpg,airplane,a passenger jet,the plane,"Boeing 787-9 Dreamliner, Boeing 787-10 Dreamliner, Boeing 787-"
166,4819,2334699,2469933,http://object-naming-amore.upf.edu//2334699_2469933_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2334699.jpg,motorcycle,A white motorcycle with a dog on it,This is a motorcycle with a stuffed dog sitting on it,The dog in the red box with the first name that comes to mind
167,18369,2388605,508495,http://object-naming-amore.upf.edu//2388605_508495_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2388605.jpg,scooter,The woman on the scooter,The black helmet on the back of the scooter,a woman on a scooter
168,7379,2346601,2668388,http://object-naming-amore.upf.edu//2346601_2668388_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2346601.jpg,train,The train,Cargo train,A train
169,21419,2402546,388657,http://object-naming-amore.upf.edu//2402546_388657_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2402546.jpg,truck,garbage truck,This is a garbage truck in the middle of the intersection,garbage truck
170,812,713528,1585288,http://object-naming-amore.upf.edu//713528_1585288_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/713528.jpg,car,The front end of a tractor,the front of the tractor is the front end,The front end of a John Deere tractor
171,10919,2360023,3892301,http://object-naming-amore.upf.edu//2360023_3892301_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2360023.jpg,train,A train,The train,A train on the tracks at night
172,20452,2398305,3820309,http://object-naming-amore.upf.edu//2398305_3820309_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2398305.jpg,motorcycle,The woman on the motorcycle,A motorcycling couple,a woman riding a motorcycle with a man on the back
173,4750,2334415,2756017,http://object-naming-amore.upf.edu//2334415_2756017_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2334415.jpg,car,The car in the red box with the first name that comes to mind,A small green car with four wheels,The car in the red box with the first name that comes to mind
174,19440,2393596,1218590,http://object-naming-amore.upf.edu//2393596_1218590_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2393596.jpg,car,The car in the parking lot,The toyota sienna van,The red box with the first name that comes to mind
175,21962,2404759,338263,http://object-naming-amore.upf.edu//2404759_338263_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2404759.jpg,boat,the boat,"The boat, or boat with bow down and down",the bow of the boat
176,21010,2400895,1153901,http://object-naming-amore.upf.edu//2400895_1153901_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400895.jpg,motorcycle,The motorcycle in the picture,A motorcycle with a person on the back on it,The motorcycle in the red box with the first name that comes to mind is a harley davidson
177,604,150386,1074748,http://object-naming-amore.upf.edu//150386_1074748_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/150386.jpg,van,bus,the bus,a bus with people on it
178,12465,2365458,3115448,http://object-naming-amore.upf.edu//2365458_3115448_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2365458.jpg,automobile,The front end of a red car,The red car is damaged,The red box with the first name that comes to mind
179,12974,2367201,752468,http://object-naming-amore.upf.edu//2367201_752468_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2367201.jpg,plane,A plane,The airplane,Airplane
180,4880,2335030,3623582,http://object-naming-amore.upf.edu//2335030_3623582_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2335030.jpg,ambulance,The white truck with the red box,white fire engine,
181,20025,2396423,1198052,http://object-naming-amore.upf.edu//2396423_1198052_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2396423.jpg,truck,The green truck,The large green truck with the yellow box on top that the person on the phone is walking by.,A green and yellow truck with a green and yellow logo on the side of the truck
182,24429,2414114,159689,http://object-naming-amore.upf.edu//2414114_159689_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2414114.jpg,car,parking meter,The parking meter,a parking meter
183,9215,2353855,842645,http://object-naming-amore.upf.edu//2353855_842645_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2353855.jpg,train,train,Train,train
184,9204,2353819,1793678,http://object-naming-amore.upf.edu//2353819_1793678_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2353819.jpg,car,The ramp,,Airplane
185,23526,2410728,1085893,http://object-naming-amore.upf.edu//2410728_1085893_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2410728.jpg,train,A train,A train in the background,A train at a train station
186,14482,2372802,735382,http://object-naming-amore.upf.edu//2372802_735382_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2372802.jpg,plane,The plane in the picture,The Boeing 747 jumbo jet,boeing 747 jumbo jet
187,20470,2398394,1180292,http://object-naming-amore.upf.edu//2398394_1180292_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2398394.jpg,car,car,car,car
188,15663,2377069,1880700,http://object-naming-amore.upf.edu//2377069_1880700_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2377069.jpg,airplane,The airplane,a plane with landing gear,An airplane parked on the tarmac at an airport
189,20290,2397653,1187914,http://object-naming-amore.upf.edu//2397653_1187914_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397653.jpg,boat,A woman in a boat,woman in blue boat,A woman on a boat in the water
190,5940,2340660,2656309,http://object-naming-amore.upf.edu//2340660_2656309_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2340660.jpg,airplane,The airplane,The aircraft in the red box is a jet aircraft,Cessna Citation X
191,5773,2339698,950411,http://object-naming-amore.upf.edu//2339698_950411_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2339698.jpg,motorcycle,The person on the motorcycle,Man on a motor bike,A person on a motorcycle
192,20333,2397823,1186045,http://object-naming-amore.upf.edu//2397823_1186045_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397823.jpg,airplane,An airplane,Cessna 208,Airplane
193,18302,2388243,1269706,http://object-naming-amore.upf.edu//2388243_1269706_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2388243.jpg,airplane,Porto Alegre,Airplane,"Porto Alegre, Brazil"
194,15648,2376997,2368554,http://object-naming-amore.upf.edu//2376997_2368554_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2376997.jpg,helicopter,helicopter,"RQ-71 Shadow, UAV",Mi-24 attack helicopter
195,3344,2326673,981873,http://object-naming-amore.upf.edu//2326673_981873_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2326673.jpg,plane,The airplane,the passenger jet,Airplane
196,19683,2394753,461335,http://object-naming-amore.upf.edu//2394753_461335_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2394753.jpg,train,train,A train,Train
197,3893,2329512,3270177,http://object-naming-amore.upf.edu//2329512_3270177_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2329512.jpg,motorcycle,The red box with the first name that comes to mind,Female Duct tape,The red box with the first name that comes to mind
198,4558,2333358,3685654,http://object-naming-amore.upf.edu//2333358_3685654_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2333358.jpg,truck,the food truck,food truck,the food truck
199,17015,2382454,1328616,http://object-naming-amore.upf.edu//2382454_1328616_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2382454.jpg,truck,truck,the tractor trailer,a semi-trailer truck
200,21413,2402523,1134909,http://object-naming-amore.upf.edu//2402523_1134909_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2402523.jpg,girl,The red box with the first name that comes to mind,"A boy, with red hair in a blue shirt",The red box with the first name that comes to mind
201,11801,2363127,768024,http://object-naming-amore.upf.edu//2363127_768024_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2363127.jpg,woman,frisbee,frisbee,frisbee
202,3304,2326413,3052229,http://object-naming-amore.upf.edu//2326413_3052229_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2326413.jpg,child,A toilet,A young child putting his hand in the toilet,Toilet
203,19926,2395935,665565,http://object-naming-amore.upf.edu//2395935_665565_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2395935.jpg,batter,The baseball bat,a batter,A baseball bat
204,18941,2391297,490116,http://object-naming-amore.upf.edu//2391297_490116_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2391297.jpg,man,the apple laptop,iMac,a laptop computer with a person sitting in front of it and another person sitting in front of the laptop
205,22101,2405314,333181,http://object-naming-amore.upf.edu//2405314_333181_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2405314.jpg,boy,The red box is a child playing with a frisbee,the boy,Frisbee
206,17232,2383456,1320461,http://object-naming-amore.upf.edu//2383456_1320461_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2383456.jpg,woman,Sheep,a sheep at a show,A man in a blue shirt holding a sheep by the scruff of the neck
207,4375,2332272,3167200,http://object-naming-amore.upf.edu//2332272_3167200_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2332272.jpg,boy,The person in the red box,red apple urn,The person in the red box with the first name that comes to mind
208,1659,2317647,3418879,http://object-naming-amore.upf.edu//2317647_3418879_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2317647.jpg,guy,the person in the red hat,a man with his eyes closed,the person in the red box with the first name that comes to mind
209,21796,2404140,1118498,http://object-naming-amore.upf.edu//2404140_1118498_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2404140.jpg,boy,a skateboarder,Skateboard,a skateboarder on a skateboard
210,25110,2417142,2996367,http://object-naming-amore.upf.edu//2417142_2996367_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2417142.jpg,man,teddy bear,the teddy bear,teddy bear
211,15979,2378167,561667,http://object-naming-amore.upf.edu//2378167_561667_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2378167.jpg,man,the kite,"Red kite, the name is a reference to my kite-making skills",a kite
212,15004,2374689,2040963,http://object-naming-amore.upf.edu//2374689_2040963_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2374689.jpg,athlete,The baseball bat,The batter,A baseball bat
213,25094,2417066,3476881,http://object-naming-amore.upf.edu//2417066_3476881_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2417066.jpg,boy,The frisbee,____________,"Frisbee, Frisbee, Frisbee, Frisbee, Frisbee,"
214,16058,2378467,3669466,http://object-naming-amore.upf.edu//2378467_3669466_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2378467.jpg,woman,Snowboarder,Snowboarder,Snowboarder
215,13861,2370538,2276569,http://object-naming-amore.upf.edu//2370538_2276569_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2370538.jpg,girl,A surfboard,surfboard,A surfboard
216,16166,2378821,1364205,http://object-naming-amore.upf.edu//2378821_1364205_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2378821.jpg,child,A child eating a sandwich,a boy with a sandwich,A child eating a hot dog
217,6597,2343482,2106327,http://object-naming-amore.upf.edu//2343482_2106327_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2343482.jpg,girl,The softball,The softball,The red box with the first name that comes to mind
218,17935,2386417,1286214,http://object-naming-amore.upf.edu//2386417_1286214_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2386417.jpg,boy,apple,apple,a boy holding an apple
219,18279,2388143,675347,http://object-naming-amore.upf.edu//2388143_675347_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2388143.jpg,boy,A cake,a red box with strawberries on top of it,A cake with strawberries on it
220,19646,2394555,463050,http://object-naming-amore.upf.edu//2394555_463050_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2394555.jpg,woman,The woman holding the umbrella,Umbrella,A woman holding an umbrella
221,16900,2381969,1332412,http://object-naming-amore.upf.edu//2381969_1332412_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2381969.jpg,girl,woman in a dress,[object_name],a woman in a dress
222,16391,2379779,1354433,http://object-naming-amore.upf.edu//2379779_1354433_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2379779.jpg,boy,The baseball,The ball,A baseball player throwing a baseball
223,22455,2406849,289165,http://object-naming-amore.upf.edu//2406849_289165_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2406849.jpg,boy,a baseball player,baseball bat,A young man holding a baseball bat
224,16278,2379323,553707,http://object-naming-amore.upf.edu//2379323_553707_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2379323.jpg,man,motorcycle,Person in bike vest,motorcycle
225,5855,2340145,948780,http://object-naming-amore.upf.edu//2340145_948780_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2340145.jpg,man,man playing piano,the man with the keys,a man playing the piano in front of a wall
226,7493,2347089,2657032,http://object-naming-amore.upf.edu//2347089_2657032_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2347089.jpg,man,The elephant,the elephant is wearing pink clothes,A man riding an elephant
227,1550,2317234,3461950,http://object-naming-amore.upf.edu//2317234_3461950_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2317234.jpg,girl,The cake,a birthday cake,a birthday cake
228,16117,2378637,558451,http://object-naming-amore.upf.edu//2378637_558451_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2378637.jpg,man,wind turbines,wind turbines,wind turbines
229,17897,2386257,1287913,http://object-naming-amore.upf.edu//2386257_1287913_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2386257.jpg,child,the teddy bear,this is a teddy bear ***********,the teddy bear in the red box with the first name that comes to mind
230,20473,2398405,1180208,http://object-naming-amore.upf.edu//2398405_1180208_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2398405.jpg,woman,A person,"Woman, white",A woman in a white coat standing in front of a mirror taking a selfie
231,13964,2370926,1679894,http://object-naming-amore.upf.edu//2370926_1679894_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2370926.jpg,lady,tennis racket,woman holding tennis racquet,a tennis player hitting a tennis ball
232,14341,2372288,592734,http://object-naming-amore.upf.edu//2372288_592734_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2372288.jpg,lady,A surfer,the surfboard,A surfer in a wetsuit holding a surfboard
233,7879,2348543,2024221,http://object-naming-amore.upf.edu//2348543_2024221_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2348543.jpg,boy,A skateboarder,the young man on the skateboard,A skateboarder performing a trick
234,22054,2405100,334845,http://object-naming-amore.upf.edu//2405100_334845_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2405100.jpg,woman,A tennis ball,"Tennis racket, tennis ball, racket swing, tennis player, racket action, tennis serve, tennis serve",A tennis ball
235,12536,2365708,3882859,http://object-naming-amore.upf.edu//2365708_3882859_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2365708.jpg,man,The bicycle,kite ikat,The wheel of a bicycle
236,7401,2346708,2119974,http://object-naming-amore.upf.edu//2346708_2119974_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2346708.jpg,girl,doll,a child's doll,a baby doll
237,21613,2403346,1125603,http://object-naming-amore.upf.edu//2403346_1125603_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2403346.jpg,woman,The red box is a frying pan,person in kitchen,The red box with the first name that comes to mind
238,24782,2415731,3627437,http://object-naming-amore.upf.edu//2415731_3627437_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415731.jpg,pitcher,The pitcher,baseball,Pitcher
239,22032,2404994,655333,http://object-naming-amore.upf.edu//2404994_655333_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2404994.jpg,girl,a hat,A woman in a pink hat,The hat on the girl in the red box with the first name that comes to mind
240,4191,2331163,3406258,http://object-naming-amore.upf.edu//2331163_3406258_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2331163.jpg,woman,cake,a chocolate birthday cake,The cake in the photo is a chocolate cake with chocolate frosting and chocolate ganache on top
241,3037,2324813,2918140,http://object-naming-amore.upf.edu//2324813_2918140_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2324813.jpg,man,zombie,zombie,A zombie
242,19897,2395806,2642932,http://object-naming-amore.upf.edu//2395806_2642932_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2395806.jpg,girl,a dog,A human in a red shirt,a dog
243,16306,2379461,1357384,http://object-naming-amore.upf.edu//2379461_1357384_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2379461.jpg,girl,A woman brushing her teeth,A woman brushing her teeth,Woman brushing her teeth
244,10703,2359252,1891661,http://object-naming-amore.upf.edu//2359252_1891661_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2359252.jpg,lady,the red box,the face with the second name,the red box with the first name that comes to mind
245,5353,2337437,2077691,http://object-naming-amore.upf.edu//2337437_2077691_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2337437.jpg,boy,a cell phone,mobile device,a child using a cell phone in the philippines
246,24098,2412917,184152,http://object-naming-amore.upf.edu//2412917_184152_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2412917.jpg,man,The refrigerator,I believe the object is a fridge,Refrigerator
