Unnamed: 0.1,Unnamed: 0,vg_image_id,vg_object_id,link_mn,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,bbox_xywh,clusters,topname,responses,incorrect,singletons,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,correct_responses,n_incorrect,valid_responses,"BLIP-2, greedy decode","BLIP-2, nucleus sampling decode","BLIP-2, beam search decode"
169,21419,2402546,388657,http://object-naming-amore.upf.edu//2402546_388657_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2402546.jpg,truck,vehicles,truck.n.01,{'garbage truck': 1.0},1.0,{'None': 1.0},2402546.jpg,vehicle,"[160, 253, 303, 160]","[{34: ['truck', 'garbage truck']}]",truck,"{'truck': 30, 'garbage truck': 4}",{},"{'pool': 1, 'trash truck': 1}","{'truck': 1.0, 'garbage truck': 1.0}","{'truck': {'None': 1.0}, 'garbage truck': {'None': 1.0}}",34,0.8823529411764706,0.5225593745369407,2,vehicles,train,"{'truck': {'truck': 1.0, 'garbage truck': 1.0}, 'garbage truck': {'truck': 1.0, 'garbage truck': 1.0}}",34,0,"['truck', 'garbage', 'truck']",garbage truck,This is a garbage truck in the middle of the intersection,garbage truck
170,812,713528,1585288,http://object-naming-amore.upf.edu//713528_1585288_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/713528.jpg,car,vehicles,car.n.01,"{'tractor': 0.67, 'truck': 0.67, 'jeep': 0.67, 'atv': 0.67, 'vehicle': 0.67}",0.33,"{'visual': 0.7, 'bounding box': 0.3}",713528.jpg,vehicle,"[202, 84, 707, 523]","[{29: ['jeep', 'tractor', 'car', 'truck', 'vehicle', 'atv']}, {3: ['wheel']}]",truck,"{'truck': 11, 'vehicle': 9, 'atv': 2, 'tractor': 2}","{'wheel': 3, 'car': 3, 'jeep': 2}","{'wheeler': 1, 'buggy': 1, 'tire': 1, 'tractor truck': 1}","{'wheel': 0.33, 'car': 0.33, 'jeep': 0.33, 'truck': 0.67, 'vehicle': 1.0, 'atv': 1.0, 'tractor': 0.5}","{'wheel': {'bounding box': 1.0}, 'car': {'visual': 0.7, 'bounding box': 0.3}, 'jeep': {'visual': 1.0}, 'truck': {'visual': 0.7, 'None': 0.3}, 'vehicle': {'None': 1.0}, 'atv': {'None': 1.0}, 'tractor': {'visual': 0.7, 'None': 0.3}}",24,0.4583333333333333,1.6440011333048612,4,vehicles,train,"{'wheel': {'wheel': 1.0, 'car': 0.0, 'jeep': 0.0, 'truck': 0.0, 'vehicle': 0.0, 'atv': 0.0, 'tractor': 0.0}, 'car': {'wheel': 0.0, 'car': 1.0, 'jeep': 0.67, 'truck': 0.67, 'vehicle': 0.67, 'atv': 0.67, 'tractor': 0.67}, 'jeep': {'wheel': 0.0, 'car': 0.67, 'jeep': 1.0, 'truck': 1.0, 'vehicle': 1.0, 'atv': 1.0, 'tractor': 1.0}, 'truck': {'wheel': 0.0, 'car': 0.67, 'jeep': 1.0, 'truck': 1.0, 'vehicle': 1.0, 'atv': 1.0, 'tractor': 1.0}, 'vehicle': {'wheel': 0.0, 'car': 0.67, 'jeep': 1.0, 'truck': 1.0, 'vehicle': 1.0, 'atv': 1.0, 'tractor': 1.0}, 'atv': {'wheel': 0.0, 'car': 0.67, 'jeep': 1.0, 'truck': 1.0, 'vehicle': 1.0, 'atv': 1.0, 'tractor': 1.0}, 'tractor': {'wheel': 0.0, 'car': 0.67, 'jeep': 1.0, 'truck': 1.0, 'vehicle': 1.0, 'atv': 1.0, 'tractor': 1.0}}",24,8,"['truck', 'vehicle', 'atv', 'tractor']",The front end of a tractor,the front of the tractor is the front end,The front end of a John Deere tractor
171,10919,2360023,3892301,http://object-naming-amore.upf.edu//2360023_3892301_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2360023.jpg,train,vehicles,train.n.01,{},1.0,{'None': 1.0},2360023.jpg,vehicle,"[0, 37, 438, 250]",[{34: ['train']}],train,{'train': 34},{},"{'headlight': 1, 'locomotive': 1}",{'train': 1.0},{'train': {'None': 1.0}},34,1.0,0.0,1,vehicles,train,{'train': {'train': 1.0}},34,0,['train'],A train,The train,A train on the tracks at night
172,20452,2398305,3820309,http://object-naming-amore.upf.edu//2398305_3820309_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2398305.jpg,motorcycle,vehicles,motorcycle.n.01,{'bike': 1.0},1.0,{'None': 1.0},2398305.jpg,vehicle,"[119, 96, 313, 242]","[{24: ['motorcycle', 'bike']}, {3: ['shirt']}]",motorcycle,"{'motorcycle': 20, 'bike': 4}",{'shirt': 3},"{'white': 1, 'automobile': 1, 'light': 1, 'wheel': 1, 't-shirt': 1, 'driver': 1, 'man': 1}","{'shirt': 0.5, 'motorcycle': 1.0, 'bike': 1.0}","{'shirt': {'bounding box': 1.0}, 'motorcycle': {'None': 1.0}, 'bike': {'None': 1.0}}",24,0.8333333333333334,0.6500224216483541,2,vehicles,train,"{'shirt': {'shirt': 1.0, 'motorcycle': 0.0, 'bike': 0.0}, 'motorcycle': {'shirt': 0.0, 'motorcycle': 1.0, 'bike': 1.0}, 'bike': {'shirt': 0.0, 'motorcycle': 1.0, 'bike': 1.0}}",24,3,"['motorcycle', 'bike']",The woman on the motorcycle,A motorcycling couple,a woman riding a motorcycle with a man on the back
173,4750,2334415,2756017,http://object-naming-amore.upf.edu//2334415_2756017_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2334415.jpg,car,vehicles,car.n.01,{},1.0,{'None': 1.0},2334415.jpg,vehicle,"[57, 82, 382, 197]","[{6: ['wheel']}, {30: ['car']}]",car,{'car': 30},{'wheel': 6},{},"{'wheel': 0.17, 'car': 1.0}","{'wheel': {'bounding box': 1.0}, 'car': {'None': 1.0}}",30,1.0,0.0,1,vehicles,train,"{'wheel': {'wheel': 1.0, 'car': 0.0}, 'car': {'wheel': 0.0, 'car': 1.0}}",30,6,['car'],The car in the red box with the first name that comes to mind,A small green car with four wheels,The car in the red box with the first name that comes to mind
174,19440,2393596,1218590,http://object-naming-amore.upf.edu//2393596_1218590_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2393596.jpg,car,vehicles,car.n.01,{'vehicle': 1.0},1.0,{'None': 1.0},2393596.jpg,vehicle,"[173, 133, 326, 210]","[{35: ['vehicle', 'car']}]",car,"{'car': 31, 'vehicle': 4}",{},{'sedan': 1},"{'car': 1.0, 'vehicle': 1.0}","{'car': {'None': 1.0}, 'vehicle': {'None': 1.0}}",35,0.8857142857142857,0.5127091420308771,2,vehicles,train,"{'car': {'car': 1.0, 'vehicle': 1.0}, 'vehicle': {'car': 1.0, 'vehicle': 1.0}}",35,0,"['car', 'vehicle']",The car in the parking lot,The toyota sienna van,The red box with the first name that comes to mind
175,21962,2404759,338263,http://object-naming-amore.upf.edu//2404759_338263_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2404759.jpg,boat,vehicles,boat.n.01,{'boat': 1.0},1.0,{'None': 1.0},2404759.jpg,vehicle,"[0, 73, 265, 261]",[{36: ['boat']}],boat,{'boat': 36},{},{},{'boat': 1.0},{'boat': {'None': 1.0}},36,1.0,0.0,1,vehicles,train,{'boat': {'boat': 1.0}},36,0,['boat'],the boat,"The boat, or boat with bow down and down",the bow of the boat
176,21010,2400895,1153901,http://object-naming-amore.upf.edu//2400895_1153901_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400895.jpg,motorcycle,vehicles,motorcycle.n.01,"{'motorcycle': 1.0, 'bike': 1.0}",1.0,{'None': 1.0},2400895.jpg,vehicle,"[214, 21, 244, 202]","[{36: ['motorcycle', 'bike']}]",motorcycle,"{'motorcycle': 32, 'bike': 4}",{},{},"{'motorcycle': 1.0, 'bike': 1.0}","{'motorcycle': {'None': 1.0}, 'bike': {'None': 1.0}}",36,0.8888888888888888,0.5032583347756456,2,vehicles,train,"{'motorcycle': {'motorcycle': 1.0, 'bike': 1.0}, 'bike': {'motorcycle': 1.0, 'bike': 1.0}}",36,0,"['motorcycle', 'bike']",The motorcycle in the picture,A motorcycle with a person on the back on it,The motorcycle in the red box with the first name that comes to mind is a harley davidson
177,604,150386,1074748,http://object-naming-amore.upf.edu//150386_1074748_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/150386.jpg,van,vehicles,truck.n.01,"{'car': 1.0, 'truck': 1.0, 'bus': 1.0}",1.0,{'None': 1.0},150386.jpg,vehicle,"[142, 104, 819, 604]","[{30: ['truck', 'car', 'van', 'bus']}, {2: ['wheel']}]",bus,"{'bus': 13, 'van': 12, 'car': 3, 'truck': 2, 'automobile': 1}",{'wheel': 2},"{'train': 1, 'vehicle': 1}","{'wheel': 0.25, 'bus': 1.0, 'van': 1.0, 'car': 0.75, 'truck': 0.5, 'automobile': 'NA'}","{'wheel': {'bounding box': 1.0}, 'bus': {'None': 1.0}, 'van': {'None': 1.0}, 'car': {'visual': 0.5, 'None': 0.5}, 'truck': {'visual': 0.8, 'None': 0.2}, 'automobile': 'NA'}",31,0.4193548387096774,1.7967719927529546,5,vehicles,train,"{'wheel': {'wheel': 1.0, 'bus': 0.0, 'van': 0.0, 'car': 0.0, 'truck': 0.0, 'automobile': 'NA'}, 'bus': {'wheel': 0.0, 'bus': 1.0, 'van': 1.0, 'car': 1.0, 'truck': 1.0, 'automobile': 'NA'}, 'van': {'wheel': 0.0, 'bus': 1.0, 'van': 1.0, 'car': 1.0, 'truck': 1.0, 'automobile': 'NA'}, 'car': {'wheel': 0.0, 'bus': 1.0, 'van': 1.0, 'car': 1.0, 'truck': 1.0, 'automobile': 'NA'}, 'truck': {'wheel': 0.0, 'bus': 1.0, 'van': 1.0, 'car': 1.0, 'truck': 1.0, 'automobile': 'NA'}, 'automobile': {'wheel': 'NA', 'bus': 'NA', 'van': 'NA', 'car': 'NA', 'truck': 'NA', 'automobile': 'NA'}}",31,2,"['bus', 'van', 'car', 'truck', 'automobile']",bus,the bus,a bus with people on it
178,12465,2365458,3115448,http://object-naming-amore.upf.edu//2365458_3115448_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2365458.jpg,automobile,vehicles,car.n.01,"{'truck': 1.0, 'vehicle': 1.0, 'car': 1.0}",1.0,{'None': 1.0},2365458.jpg,vehicle,"[196, 3, 302, 328]","[{29: ['truck', 'vehicle', 'car']}, {3: ['headlight']}, {2: ['wheel']}]",car,"{'car': 23, 'vehicle': 4, 'truck': 2}","{'headlight': 3, 'wheel': 2}","{'light': 1, 'car lamp': 1}","{'wheel': 0.0, 'headlight': 0.33, 'car': 1.0, 'vehicle': 1.0, 'truck': 1.0}","{'wheel': {'bounding box': 1.0}, 'headlight': {'bounding box': 1.0}, 'car': {'None': 1.0}, 'vehicle': {'None': 1.0}, 'truck': {'None': 1.0}}",29,0.7931034482758621,0.9255008230823552,3,vehicles,,"{'wheel': {'wheel': 1.0, 'headlight': 0.0, 'car': 0.0, 'vehicle': 0.0, 'truck': 0.0}, 'headlight': {'wheel': 0.0, 'headlight': 1.0, 'car': 0.0, 'vehicle': 0.0, 'truck': 0.0}, 'car': {'wheel': 0.0, 'headlight': 0.0, 'car': 1.0, 'vehicle': 1.0, 'truck': 1.0}, 'vehicle': {'wheel': 0.0, 'headlight': 0.0, 'car': 1.0, 'vehicle': 1.0, 'truck': 1.0}, 'truck': {'wheel': 0.0, 'headlight': 0.0, 'car': 1.0, 'vehicle': 1.0, 'truck': 1.0}}",29,5,"['car', 'vehicle', 'truck']",The front end of a red car,The red car is damaged,The red box with the first name that comes to mind
179,12974,2367201,752468,http://object-naming-amore.upf.edu//2367201_752468_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2367201.jpg,plane,vehicles,aircraft.n.01,"{'airplane': 1.0, 'jet': 1.0}",1.0,{'None': 1.0},2367201.jpg,vehicle,"[102, 30, 342, 252]","[{33: ['jet', 'plane', 'airplane']}]",airplane,"{'airplane': 17, 'plane': 13, 'jet': 3}",{},"{'wings': 1, 'aircraft': 1, 'jet plane': 1}","{'airplane': 1.0, 'plane': 1.0, 'jet': 1.0}","{'airplane': {'None': 1.0}, 'plane': {'None': 1.0}, 'jet': {'None': 1.0}}",33,0.5151515151515151,1.336894963623501,3,vehicles,train,"{'airplane': {'airplane': 1.0, 'plane': 1.0, 'jet': 1.0}, 'plane': {'airplane': 1.0, 'plane': 1.0, 'jet': 1.0}, 'jet': {'airplane': 1.0, 'plane': 1.0, 'jet': 1.0}}",33,0,"['airplane', 'plane', 'jet']",A plane,The airplane,Airplane
180,4880,2335030,3623582,http://object-naming-amore.upf.edu//2335030_3623582_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2335030.jpg,ambulance,vehicles,car.n.01,"{'truck': 1.0, 'car': 1.0}",1.0,{'None': 1.0},2335030.jpg,vehicle,"[13, 42, 373, 203]","[{32: ['truck', 'car']}, {2: ['wheel']}]",truck,"{'truck': 28, 'car': 4}",{'wheel': 2},"{'ambulance': 1, 'van': 1}","{'wheel': 0.33, 'truck': 1.0, 'car': 0.83}","{'wheel': {'bounding box': 1.0}, 'truck': {'None': 1.0}, 'car': {'None': 0.7, 'visual': 0.3}}",32,0.875,0.5435644431995963,2,vehicles,train,"{'wheel': {'wheel': 1.0, 'truck': 0.0, 'car': 0.0}, 'truck': {'wheel': 0.0, 'truck': 1.0, 'car': 1.0}, 'car': {'wheel': 0.0, 'truck': 1.0, 'car': 1.0}}",32,2,"['truck', 'car']",The white truck with the red box,white fire engine,
181,20025,2396423,1198052,http://object-naming-amore.upf.edu//2396423_1198052_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2396423.jpg,truck,vehicles,truck.n.01,{'vehicle': 1.0},1.0,{'None': 1.0},2396423.jpg,vehicle,"[57, 25, 330, 281]","[{34: ['vehicle', 'truck']}]",truck,"{'truck': 32, 'vehicle': 2}",{},"{'wheel': 1, 'car': 1}","{'truck': 1.0, 'vehicle': 1.0}","{'truck': {'None': 1.0}, 'vehicle': {'None': 1.0}}",34,0.9411764705882352,0.3227569588973982,2,vehicles,train,"{'truck': {'truck': 1.0, 'vehicle': 1.0}, 'vehicle': {'truck': 1.0, 'vehicle': 1.0}}",34,0,"['truck', 'vehicle']",The green truck,The large green truck with the yellow box on top that the person on the phone is walking by.,A green and yellow truck with a green and yellow logo on the side of the truck
182,24429,2414114,159689,http://object-naming-amore.upf.edu//2414114_159689_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2414114.jpg,car,vehicles,car.n.01,{'vehicles': 1.0},1.0,{'None': 1.0},2414114.jpg,vehicle,"[270, 128, 214, 205]","[{30: ['vehicles', 'car']}]",car,"{'car': 28, 'vehicles': 2}",{},"{'light': 1, 'meter': 1, 'carpet': 1, 'wheel': 1, 'suv': 1}","{'car': 1.0, 'vehicles': 1.0}","{'car': {'None': 1.0}, 'vehicles': {'None': 1.0}}",30,0.9333333333333332,0.3533593350214213,2,vehicles,train,"{'car': {'car': 1.0, 'vehicles': 1.0}, 'vehicles': {'car': 1.0, 'vehicles': 1.0}}",30,0,"['car', 'vehicle']",parking meter,The parking meter,a parking meter
183,9215,2353855,842645,http://object-naming-amore.upf.edu//2353855_842645_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2353855.jpg,train,vehicles,train.n.01,{'train': 1.0},1.0,{'None': 1.0},2353855.jpg,vehicle,"[124, 33, 275, 206]",[{35: ['train']}],train,{'train': 35},{},{},{'train': 1.0},{'train': {'None': 1.0}},35,1.0,0.0,1,vehicles,train,{'train': {'train': 1.0}},35,0,['train'],train,Train,train
184,9204,2353819,1793678,http://object-naming-amore.upf.edu//2353819_1793678_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2353819.jpg,car,vehicles,car.n.01,"{'stairs': 0.17, 'truck': 1.0, 'vehicle': 1.0}",0.92,"{'visual': 0.2, 'None': 0.8}",2353819.jpg,vehicle,"[52, 147, 259, 212]","[{23: ['truck', 'vehicle']}, {3: ['wheel']}, {5: ['stairs']}]",truck,"{'truck': 20, 'stairs': 5, 'vehicle': 3}",{'wheel': 3},"{'car': 1, 'stair car': 1, 'stair elevator': 1, 'jeep': 1, 'utility truck': 1}","{'wheel': 0.42, 'truck': 1.0, 'stairs': 0.5, 'vehicle': 1.0}","{'wheel': {'bounding box': 1.0}, 'truck': {'None': 1.0}, 'stairs': {'bounding box': 0.8, 'None': 0.2}, 'vehicle': {'None': 1.0}}",28,0.7142857142857143,1.135815997973764,3,vehicles,test,"{'wheel': {'wheel': 1.0, 'truck': 0.0, 'stairs': 0.0, 'vehicle': 0.0}, 'truck': {'wheel': 0.0, 'truck': 1.0, 'stairs': 0.17, 'vehicle': 1.0}, 'stairs': {'wheel': 0.0, 'truck': 0.17, 'stairs': 1.0, 'vehicle': 0.17}, 'vehicle': {'wheel': 0.0, 'truck': 1.0, 'stairs': 0.17, 'vehicle': 1.0}}",28,3,"['truck', 'stair', 'vehicle']",The ramp,,Airplane
185,23526,2410728,1085893,http://object-naming-amore.upf.edu//2410728_1085893_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2410728.jpg,train,vehicles,train.n.01,{'train': 1.0},1.0,{'None': 1.0},2410728.jpg,vehicle,"[1, 1, 424, 337]",[{36: ['train']}],train,{'train': 36},{},{},{'train': 1.0},{'train': {'None': 1.0}},36,1.0,0.0,1,vehicles,train,{'train': {'train': 1.0}},36,0,['train'],A train,A train in the background,A train at a train station
186,14482,2372802,735382,http://object-naming-amore.upf.edu//2372802_735382_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2372802.jpg,plane,vehicles,aircraft.n.01,"{'airplane': 1.0, 'plane': 1.0, 'jet': 1.0, 'jetliner': 1.0}",1.0,{'None': 1.0},2372802.jpg,vehicle,"[26, 38, 341, 99]","[{36: ['jet', 'jetliner', 'plane', 'airplane']}]",airplane,"{'airplane': 22, 'plane': 10, 'jet': 2, 'jetliner': 2}",{},{},"{'airplane': 1.0, 'plane': 1.0, 'jet': 1.0, 'jetliner': 1.0}","{'airplane': {'None': 1.0}, 'plane': {'None': 1.0}, 'jet': {'None': 1.0}, 'jetliner': {'None': 1.0}}",36,0.6111111111111112,1.410847874806363,4,vehicles,train,"{'airplane': {'airplane': 1.0, 'plane': 1.0, 'jet': 1.0, 'jetliner': 1.0}, 'plane': {'airplane': 1.0, 'plane': 1.0, 'jet': 1.0, 'jetliner': 1.0}, 'jet': {'airplane': 1.0, 'plane': 1.0, 'jet': 1.0, 'jetliner': 1.0}, 'jetliner': {'airplane': 1.0, 'plane': 1.0, 'jet': 1.0, 'jetliner': 1.0}}",36,0,"['airplane', 'plane', 'jet', 'jetliner']",The plane in the picture,The Boeing 747 jumbo jet,boeing 747 jumbo jet
187,20470,2398394,1180292,http://object-naming-amore.upf.edu//2398394_1180292_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2398394.jpg,car,vehicles,car.n.01,{},1.0,{'None': 1.0},2398394.jpg,vehicle,"[321, 40, 179, 243]",[{33: ['car']}],car,"{'car': 33, 'automobile': 1}",{},"{'vehicle': 1, 'van': 1}","{'car': 1.0, 'automobile': 'NA'}","{'car': {'None': 1.0}, 'automobile': 'NA'}",34,0.9705882352941176,0.1914332548141933,2,vehicles,train,"{'car': {'car': 1.0, 'automobile': 'NA'}, 'automobile': {'car': 'NA', 'automobile': 'NA'}}",34,0,"['car', 'automobile']",car,car,car
188,15663,2377069,1880700,http://object-naming-amore.upf.edu//2377069_1880700_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2377069.jpg,airplane,vehicles,aircraft.n.01,{'plane': 1.0},1.0,{'None': 1.0},2377069.jpg,vehicle,"[13, 165, 387, 216]","[{33: ['plane', 'airplane']}]",airplane,"{'airplane': 22, 'plane': 11}",{},"{'wings': 1, 'jet': 1}","{'airplane': 1.0, 'plane': 1.0}","{'airplane': {'None': 1.0}, 'plane': {'None': 1.0}}",33,0.6666666666666666,0.9182958340544892,2,vehicles,train,"{'airplane': {'airplane': 1.0, 'plane': 1.0}, 'plane': {'airplane': 1.0, 'plane': 1.0}}",33,0,"['airplane', 'plane']",The airplane,a plane with landing gear,An airplane parked on the tarmac at an airport
189,20290,2397653,1187914,http://object-naming-amore.upf.edu//2397653_1187914_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397653.jpg,boat,vehicles,boat.n.01,{},1.0,{'None': 1.0},2397653.jpg,vehicle,"[129, 184, 356, 115]",[{34: ['boat']}],boat,{'boat': 34},{},{'pole': 1},{'boat': 1.0},{'boat': {'None': 1.0}},34,1.0,0.0,1,vehicles,test,{'boat': {'boat': 1.0}},34,0,['boat'],A woman in a boat,woman in blue boat,A woman on a boat in the water
190,5940,2340660,2656309,http://object-naming-amore.upf.edu//2340660_2656309_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2340660.jpg,airplane,vehicles,aircraft.n.01,"{'plane': 1.0, 'jet': 1.0}",1.0,{'None': 1.0},2340660.jpg,vehicle,"[17, 37, 471, 136]","[{34: ['jet', 'plane', 'airplane']}]",plane,"{'plane': 19, 'airplane': 10, 'jet': 5}",{},"{'aircraft': 1, 'fighter jet': 1}","{'plane': 1.0, 'airplane': 1.0, 'jet': 0.83}","{'plane': {'None': 1.0}, 'airplane': {'None': 1.0}, 'jet': {'visual': 0.3, 'None': 0.7}}",34,0.5588235294117647,1.3951233065815585,3,vehicles,train,"{'plane': {'plane': 1.0, 'airplane': 1.0, 'jet': 1.0}, 'airplane': {'plane': 1.0, 'airplane': 1.0, 'jet': 1.0}, 'jet': {'plane': 1.0, 'airplane': 1.0, 'jet': 1.0}}",34,0,"['plane', 'airplane', 'jet']",The airplane,The aircraft in the red box is a jet aircraft,Cessna Citation X
191,5773,2339698,950411,http://object-naming-amore.upf.edu//2339698_950411_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2339698.jpg,motorcycle,vehicles,motorcycle.n.01,"{'bike': 1.0, 'scooter': 1.0}",1.0,{'None': 1.0},2339698.jpg,vehicle,"[30, 216, 268, 233]","[{35: ['motorcycle', 'scooter', 'bike']}]",motorcycle,"{'motorcycle': 27, 'scooter': 5, 'bike': 3}",{},{'moped': 1},"{'motorcycle': 1.0, 'scooter': 0.67, 'bike': 1.0}","{'motorcycle': {'None': 1.0}, 'scooter': {'other': 0.3, 'None': 0.7}, 'bike': {'None': 1.0}}",35,0.7714285714285715,0.993669001658854,3,vehicles,train,"{'motorcycle': {'motorcycle': 1.0, 'scooter': 1.0, 'bike': 1.0}, 'scooter': {'motorcycle': 1.0, 'scooter': 1.0, 'bike': 1.0}, 'bike': {'motorcycle': 1.0, 'scooter': 1.0, 'bike': 1.0}}",35,0,"['motorcycle', 'scooter', 'bike']",The person on the motorcycle,Man on a motor bike,A person on a motorcycle
192,20333,2397823,1186045,http://object-naming-amore.upf.edu//2397823_1186045_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397823.jpg,airplane,vehicles,aircraft.n.01,{'plane': 1.0},1.0,{'None': 1.0},2397823.jpg,vehicle,"[100, 95, 377, 144]","[{34: ['plane', 'airplane']}]",airplane,"{'airplane': 22, 'plane': 12}",{},"{'vehicles': 1, 'jet': 1}","{'airplane': 1.0, 'plane': 1.0}","{'airplane': {'None': 1.0}, 'plane': {'None': 1.0}}",34,0.6470588235294118,0.9366673818775624,2,vehicles,train,"{'airplane': {'airplane': 1.0, 'plane': 1.0}, 'plane': {'airplane': 1.0, 'plane': 1.0}}",34,0,"['airplane', 'plane']",An airplane,Cessna 208,Airplane
193,18302,2388243,1269706,http://object-naming-amore.upf.edu//2388243_1269706_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2388243.jpg,airplane,vehicles,aircraft.n.01,{'plane': 1.0},1.0,{'None': 1.0},2388243.jpg,vehicle,"[40, 98, 415, 125]","[{32: ['plane', 'airplane']}]",plane,"{'plane': 18, 'airplane': 14}",{},"{'airliner': 1, 'aircraft': 1, 'jet': 1}","{'plane': 1.0, 'airplane': 1.0}","{'plane': {'None': 1.0}, 'airplane': {'None': 1.0}}",32,0.5625,0.9886994082884974,2,vehicles,train,"{'plane': {'plane': 1.0, 'airplane': 1.0}, 'airplane': {'plane': 1.0, 'airplane': 1.0}}",32,0,"['plane', 'airplane']",Porto Alegre,Airplane,"Porto Alegre, Brazil"
194,15648,2376997,2368554,http://object-naming-amore.upf.edu//2376997_2368554_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2376997.jpg,helicopter,vehicles,aircraft.n.01,"{'helicopter': 1.0, 'airplane': 1.0}",1.0,{'None': 1.0},2376997.jpg,vehicle,"[28, 57, 357, 391]","[{36: ['helicopter', 'airplane']}]",helicopter,"{'helicopter': 32, 'airplane': 4}",{},{},"{'helicopter': 1.0, 'airplane': 0.67}","{'helicopter': {'None': 1.0}, 'airplane': {'visual': 0.7, 'None': 0.3}}",36,0.8888888888888888,0.5032583347756456,2,vehicles,train,"{'helicopter': {'helicopter': 1.0, 'airplane': 1.0}, 'airplane': {'helicopter': 1.0, 'airplane': 1.0}}",36,0,"['helicopter', 'airplane']",helicopter,"RQ-71 Shadow, UAV",Mi-24 attack helicopter
195,3344,2326673,981873,http://object-naming-amore.upf.edu//2326673_981873_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2326673.jpg,plane,vehicles,aircraft.n.01,"{'jet': 1.0, 'airplane': 1.0}",1.0,{'None': 1.0},2326673.jpg,vehicle,"[140, 72, 289, 234]","[{34: ['jet', 'plane', 'airplane']}]",airplane,"{'airplane': 15, 'plane': 14, 'jet': 5}",{},"{'jetliner': 1, 'airline': 1}","{'airplane': 1.0, 'plane': 1.0, 'jet': 1.0}","{'airplane': {'None': 1.0}, 'plane': {'None': 1.0}, 'jet': {'None': 1.0}}",34,0.4411764705882353,1.4546402436806023,3,vehicles,train,"{'airplane': {'airplane': 1.0, 'plane': 1.0, 'jet': 1.0}, 'plane': {'airplane': 1.0, 'plane': 1.0, 'jet': 1.0}, 'jet': {'airplane': 1.0, 'plane': 1.0, 'jet': 1.0}}",34,0,"['airplane', 'plane', 'jet']",The airplane,the passenger jet,Airplane
196,19683,2394753,461335,http://object-naming-amore.upf.edu//2394753_461335_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2394753.jpg,train,vehicles,train.n.01,{},1.0,{'None': 1.0},2394753.jpg,vehicle,"[74, 87, 355, 163]",[{35: ['train']}],train,{'train': 35},{},{'bullet train': 1},{'train': 1.0},{'train': {'None': 1.0}},35,1.0,0.0,1,vehicles,train,{'train': {'train': 1.0}},35,0,['train'],train,A train,Train
197,3893,2329512,3270177,http://object-naming-amore.upf.edu//2329512_3270177_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2329512.jpg,motorcycle,vehicles,motorcycle.n.01,{'bike': 0.67},1.0,{'None': 1.0},2329512.jpg,vehicle,"[0, 309, 371, 190]","[{32: ['motorcycle', 'bike']}]",motorcycle,"{'motorcycle': 22, 'bike': 10}",{},"{'monocycle': 1, 'ducat': 1, 'dirt bike': 1}","{'motorcycle': 1.0, 'bike': 1.0}","{'motorcycle': {'None': 1.0}, 'bike': {'None': 1.0}}",32,0.6875,0.8960382325345575,2,vehicles,train,"{'motorcycle': {'motorcycle': 1.0, 'bike': 0.67}, 'bike': {'motorcycle': 0.67, 'bike': 1.0}}",32,0,"['motorcycle', 'bike']",The red box with the first name that comes to mind,Female Duct tape,The red box with the first name that comes to mind
